Time,ConcRT (ug/m3),ConcHR (ug/m3),Flow (lpm),WS (m/s),WD (Deg),AT (C),RH (%),BP (mmHg),FT (C),FRH (%),BV (V),PM,Status,
2023-03-23 10:45:00,-4,9,16.7,2.5,108,21.2,47,637,30.1,20,12.4,0,0,
2023-03-23 10:50:00,-4,9,16.7,2.9,127,20.6,47,637,30.3,19,12.4,0,0,
2023-03-23 10:55:00,1,9,16.7,2.7,93,21.3,45,637,30.4,19,12.4,0,0,
2023-03-23 11:00:00,22,3,16.7,2.9,104,21.1,45,637,30.6,19,12.4,0,0,
2023-03-23 11:05:00,22,3,16.7,2.4,90,21.7,44,637,30.9,19,12.4,0,0,
2023-03-23 11:10:00,10,3,16.7,2.7,88,21.8,44,637,31.1,18,12.4,0,0,
2023-03-23 11:15:00,9,3,16.7,3.1,118,21.7,44,637,31.3,18,12.4,0,0,
2023-03-23 11:20:00,7,3,16.7,2.6,79,22.5,42,637,31.5,18,12.4,0,0,
2023-03-23 11:25:00,15,3,16.7,2.4,91,22.1,43,637,31.7,18,12.4,0,0,
2023-03-23 11:30:00,38,3,16.7,2.8,98,22.4,42,637,31.9,18,12.4,0,0,
2023-03-23 11:35:00,41,3,16.7,2.6,106,22.3,42,637,32,17,12.4,0,0,
2023-03-23 11:40:00,0,3,16.7,2.9,101,22.4,41,637,32.2,17,12.4,0,0,
2023-03-23 11:45:00,-15,3,16.7,2,89,22.7,41,637,32.4,17,12.4,0,0,
2023-03-23 11:50:00,-15,3,16.7,1.8,62,23.4,40,637,32.7,17,12.4,0,0,
2023-03-23 11:55:00,15,3,16.7,1.9,95,23.3,39,637,32.9,17,12.4,0,0,
2023-03-23 12:00:00,35,11,16.7,2.2,106,23.2,40,637,33.2,16,12.4,0,0,
2023-03-23 12:05:00,29,11,16.1,2.7,106,22.6,40,637,33.2,16,12.4,0,0,
2023-03-23 12:10:00,20,11,16.7,2.4,81,23.2,38,637,33.2,16,12.4,0,0,
2023-03-23 12:15:00,-10,11,16.7,2.3,95,23.6,37,636,33.4,16,12.4,0,0,
2023-03-23 12:20:00,-15,11,16.7,2.6,79,23.6,38,636,33.6,16,12.4,0,0,
2023-03-23 12:25:00,-15,11,16.7,1.9,93,23.5,39,636,33.7,16,12.4,0,0,
2023-03-23 12:30:00,-5,11,16.7,2.3,100,23.2,40,636,33.8,16,12.4,0,0,
2023-03-23 12:35:00,7,11,16.7,2,84,23.5,38,636,33.8,16,12.4,0,0,
2023-03-23 12:40:00,15,11,16.7,2,71,23.9,38,636,34,16,12.4,0,0,
2023-03-23 12:45:00,8,11,16.7,1.9,99,24.2,37,636,34.1,16,12.4,0,0,
2023-03-23 12:50:00,7,11,16.7,2.8,105,24.3,37,636,34.3,15,12.4,0,0,
2023-03-23 12:55:00,6,11,16.7,2.7,123,24.7,36,636,34.5,16,12.4,0,0,
2023-03-23 13:00:00,5,0,16.7,2,102,25.4,34,636,34.8,15,12.4,0,0,
2023-03-23 13:05:00,1,0,16.7,2.8,109,25,35,636,35,15,12.4,0,0,
2023-03-23 13:10:00,7,0,16.7,2.4,118,24.7,35,636,35.2,15,12.4,0,0,
2023-03-23 13:15:00,56,0,16.7,2.3,99,25,34,636,35.3,15,12.4,0,0,
2023-03-23 13:20:00,85,0,16.7,2.4,118,24.5,35,636,35.4,14,12.4,0,0,
2023-03-23 13:25:00,82,0,16.7,1.9,76,25.4,33,636,35.5,14,12.4,0,0,
2023-03-23 13:30:00,5,0,16.7,2,81,25.3,32,636,35.6,14,12.5,0,0,
2023-03-23 13:35:00,-15,0,16.7,2,84,25.1,33,636,35.7,14,12.5,0,0,
2023-03-23 13:40:00,-12,0,16.7,2.3,49,25.5,33,636,35.8,14,12.5,0,0,
2023-03-23 13:45:00,25,0,16.7,2,42,25.9,31,635,35.9,13,12.5,0,0,
2023-03-23 13:50:00,31,0,16.7,1.8,60,25.9,31,635,36.1,13,12.5,0,0,
2023-03-23 13:55:00,27,0,16.7,2.4,74,25.1,33,635,36.1,13,12.5,0,0,
2023-03-23 14:00:00,32,31,16.7,1.3,56,25.4,33,635,36.2,13,12.5,0,0,
2023-03-23 14:05:00,21,31,16.7,1.8,77,24.7,34,635,36.2,13,12.5,0,0,
2023-03-23 14:10:00,15,31,16.7,2,69,25.4,34,635,36.1,14,12.5,0,0,
2023-03-23 14:15:00,-3,31,16.7,1.6,59,25.3,33,635,36.2,13,12.5,0,0,
2023-03-23 14:20:00,-2,31,16.7,1.7,93,25.7,33,635,36.3,13,12.5,0,0,
2023-03-23 14:25:00,0,31,16.7,1.7,55,26.1,32,635,36.5,13,12.5,0,0,
2023-03-23 14:30:00,-6,31,16.7,1.3,20,26.3,32,635,36.6,13,12.5,0,0,
2023-03-23 14:35:00,-4,31,16.7,1.6,62,26,32,635,36.8,13,12.5,0,0,
2023-03-23 14:40:00,-2,31,16.7,2.5,102,25.3,33,635,36.7,13,12.5,0,0,
2023-03-23 14:45:00,12,31,16.7,2.1,96,25.1,34,635,36.6,13,12.5,0,0,
2023-03-23 14:50:00,23,31,16.7,2,87,24.5,35,635,36.4,13,12.5,0,0,
2023-03-23 14:55:00,37,31,16.7,2.1,78,24.2,35,635,36.1,13,12.5,0,0,
2023-03-23 15:00:00,39,7,16.7,1.9,75,25,34,635,35.9,13,12.5,0,0,
2023-03-23 15:05:00,20,7,16.7,2.1,70,25.8,32,635,35.9,13,12.5,0,0,
2023-03-23 15:10:00,-12,7,16.7,1.3,72,26.3,32,635,36,13,12.5,0,0,
2023-03-23 15:15:00,-15,7,16.7,2.1,89,26.4,31,635,36.3,13,12.5,0,0,
2023-03-23 15:20:00,-15,7,16.7,1.9,69,26.3,32,635,36.5,13,12.5,0,0,
2023-03-23 15:25:00,-5,7,16.7,2.4,99,25.9,32,635,36.6,13,12.5,0,0,
2023-03-23 15:30:00,4,7,16.7,2.1,93,25.3,33,635,36.5,13,12.5,0,0,
2023-03-23 15:35:00,21,7,16.7,1.5,99,25.7,33,635,36.3,13,12.5,0,0,
2023-03-23 15:40:00,35,7,16.7,1.8,32,26,32,635,36.4,13,12.5,0,0,
2023-03-23 15:45:00,33,7,16.7,1.3,42,26,32,635,36.4,13,12.5,0,0,
2023-03-23 15:50:00,17,7,16.7,1.9,54,26.2,31,635,36.6,13,12.5,0,0,
2023-03-23 15:55:00,-4,7,16.7,1.8,70,25.9,32,635,36.6,13,12.5,0,0,
2023-03-23 16:00:00,-14,2,16.7,1.2,92,25.8,31,635,36.6,13,12.5,0,0,
2023-03-23 16:05:00,-15,2,16.7,0.9,90,25.8,32,635,36.7,13,12.5,0,0,
2023-03-23 16:10:00,-15,2,16.7,2.2,79,25.5,32,635,36.6,13,12.5,0,0,
2023-03-23 16:15:00,-11,2,16.7,2.6,102,25.1,33,635,36.5,13,12.5,0,0,
2023-03-23 16:20:00,14,2,16.7,1.8,107,24.5,34,635,36.2,13,12.5,0,0,
2023-03-23 16:25:00,26,2,16.7,2.2,123,24.8,33,635,36,13,12.5,0,0,
2023-03-23 16:30:00,19,2,16.7,2.1,71,25.1,33,635,35.9,13,12.5,0,0,
2023-03-23 16:35:00,5,2,16.7,2.2,106,25.1,33,635,35.8,13,12.5,0,0,
2023-03-23 16:40:00,5,2,16.7,2.2,121,25.1,33,635,35.7,13,12.5,0,0,
2023-03-23 16:45:00,7,2,16.7,2.4,106,24.6,34,635,35.5,13,12.5,0,0,
2023-03-23 16:50:00,14,2,16.7,1.9,101,24.2,35,635,35.2,13,12.5,0,0,
2023-03-23 18:15:00,99999,99999,0,1.8,97,21.9,43,635,24.3,18,12.5,0,128,
2023-03-23 18:20:00,99999,99999,0,2.1,99,21.8,43,635,24,18,12.5,0,0,
2023-03-23 18:25:00,99999,99999,0,1.9,101,21.7,43,635,23.7,19,12.5,0,0,
2023-03-23 18:30:00,99999,99999,0,2,96,21.6,44,635,23.5,19,12.5,0,0,
2023-03-23 18:35:00,99999,99999,6.1,1.9,99,21.5,44,635,23.3,22,12.4,0,256,
2023-03-23 18:40:00,99999,99999,16.7,2,98,21.3,45,635,23,26,12.4,0,256,
2023-03-23 18:45:00,99999,99999,16.7,1.5,105,21.2,45,635,22.9,27,12.4,0,256,
2023-03-23 18:50:00,99999,99999,16.7,1.5,100,21.1,46,635,22.8,27,12.4,0,256,
2023-03-23 18:55:00,60017,99999,16.7,1.7,94,21,46,635,22.9,27,12.4,0,256,
2023-03-23 19:00:00,30,20,16.7,1.6,97,21,46,635,23,27,12.4,0,256,
2023-03-23 21:05:00,99999,99999,0,2.2,106,18,61,637,18.6,25,12.5,0,128,
2023-03-23 21:10:00,99999,99999,0,1.9,101,17.9,61,637,18.5,26,12.5,0,0,
2023-03-23 21:15:00,99999,99999,0,1.8,97,17.8,62,637,18.4,26,12.5,0,0,
2023-03-23 21:20:00,99999,99999,0,2,108,17.9,62,637,18.3,25,12.5,0,0,
2023-03-23 21:25:00,99999,99999,4.4,2,102,17.8,63,637,18.3,31,12.4,0,256,
2023-03-23 21:30:00,99999,99999,16.7,2,110,17.7,64,637,18.2,39,12.4,0,256,
2023-03-23 21:35:00,99999,99999,16.7,1.7,97,17.7,65,637,18.3,40,12.4,0,256,
2023-03-23 21:40:00,99999,99999,16.7,2.1,96,17.6,66,637,18.4,40,12.4,0,256,
2023-03-23 21:45:00,60017,99999,16.7,2.3,104,17.5,68,637,18.7,41,12.4,0,256,
2023-03-23 21:50:00,24,99999,16.6,2.4,100,17.4,69,637,18.9,40,12.4,0,256,
2023-03-23 21:55:00,16,99999,16.7,2.3,94,17.2,70,637,19.2,40,12.4,0,256,
2023-03-23 22:00:00,6,21,16.7,2.1,92,17,72,637,19.4,40,12.4,0,256,
2023-03-23 22:05:00,9,21,16.7,2.2,91,16.9,73,637,19.7,39,12.4,0,256,
2023-03-23 22:10:00,-6,21,16.7,2,94,16.8,74,637,19.9,39,12.4,0,256,
2023-03-23 22:15:00,-15,21,16.7,2,97,16.7,75,637,20.2,39,12.4,0,256,
2023-03-23 22:20:00,-15,21,16.7,2,94,16.7,76,637,20.5,39,12.4,0,256,
2023-03-23 22:25:00,-15,21,16.7,1.7,97,16.6,78,637,20.7,38,12.4,0,256,
2023-03-23 22:30:00,10,21,16.7,2.3,96,16.4,79,637,21,38,12.4,0,256,
2023-03-23 22:35:00,12,21,16.7,1.9,100,16.3,80,637,21.2,38,12.4,0,256,
2023-03-23 22:40:00,44,21,16.7,1.8,98,16.2,82,637,21.5,37,12.4,0,256,
2023-03-23 22:45:00,69,21,16.7,1.8,106,16,84,637,21.7,37,12.4,0,256,
2023-03-23 22:50:00,70,21,16.7,1.8,99,15.9,85,637,22,37,12.4,0,256,
2023-03-23 22:55:00,21,21,16.7,1.9,95,15.8,87,637,22.2,36,12.4,0,256,
2023-03-23 23:00:00,-15,-2,16.7,1.3,90,15.7,88,637,22.5,36,12.4,0,0,
2023-03-23 23:05:00,-15,-2,16.7,1.7,92,15.6,88,637,22.7,35,12.4,0,0,
2023-03-23 23:10:00,-15,-2,16.7,1.6,91,15.5,89,637,23,35,12.4,0,0,
2023-03-23 23:15:00,-15,-2,16.7,1.6,84,15.4,90,637,23.1,35,12.4,0,0,
2023-03-23 23:20:00,-5,-2,16.7,1.8,93,15.4,91,637,23.3,35,12.4,0,0,
2023-03-23 23:25:00,12,-2,16.7,1.6,88,15.4,91,637,23.4,35,12.4,0,0,
2023-03-23 23:30:00,19,-2,16.6,2.1,97,15.4,91,637,23.5,34,12.4,0,0,
2023-03-23 23:35:00,19,-2,16.7,1.6,104,15.3,92,637,23.6,34,12.4,0,0,
2023-03-23 23:40:00,-1,-2,16.7,1.8,101,15.2,92,637,23.6,34,12.4,0,0,
2023-03-23 23:45:00,-9,-2,16.7,1.9,100,15.1,92,637,23.7,34,12.4,0,0,
2023-03-23 23:50:00,-10,-2,16.7,1.8,97,15,93,637,23.7,34,12.4,0,0,
2023-03-23 23:55:00,9,-2,16.7,2.1,105,14.9,93,637,23.7,33,12.4,0,0,
2023-03-24 00:00:00,20,6,16.7,2.2,110,14.9,93,637,23.6,33,12.4,0,0,
2023-03-24 00:05:00,20,6,16.1,1.9,106,14.9,93,637,23.3,34,12.4,0,0,
2023-03-24 00:10:00,16,6,16.7,1.4,92,14.9,94,637,23.3,34,12.4,0,0,
2023-03-24 00:15:00,4,6,16.7,1.2,89,15,94,637,23.3,34,12.4,0,0,
2023-03-24 00:20:00,-6,6,16.7,1.6,94,15.1,94,637,23.4,34,12.4,0,0,
2023-03-24 00:25:00,-4,6,16.7,1.5,95,15.1,94,637,23.5,34,12.4,0,0,
2023-03-24 00:30:00,6,6,16.7,1.7,94,15.1,94,637,23.6,34,12.4,0,0,
2023-03-24 00:35:00,9,6,16.7,1.2,92,15.1,94,637,23.6,34,12.4,0,0,
2023-03-24 00:40:00,6,6,16.7,1.6,96,15.1,94,637,23.7,34,12.4,0,0,
2023-03-24 00:45:00,7,6,16.7,1.8,93,15.1,95,637,23.7,34,12.4,0,0,
2023-03-24 00:50:00,11,6,16.7,1.6,93,15.1,95,637,23.7,34,12.4,0,0,
2023-03-24 00:55:00,2,6,16.7,1.7,93,15.1,95,637,23.8,34,12.4,0,0,
2023-03-24 01:00:00,-2,5,16.7,1.6,93,15.1,95,637,23.8,34,12.4,0,0,
2023-03-24 01:05:00,-2,5,16.7,2,94,15,95,637,23.8,34,12.4,0,0,
2023-03-24 01:10:00,14,5,16.7,1.4,88,15,95,637,23.8,34,12.4,0,0,
2023-03-24 01:15:00,1,5,16.7,1.8,97,14.9,95,637,23.8,34,12.4,0,0,
2023-03-24 01:20:00,11,5,16.7,1.6,105,14.9,95,637,23.7,34,12.4,0,0,
2023-03-24 01:25:00,-5,5,16.7,2,99,14.8,96,637,23.7,34,12.4,0,0,
2023-03-24 01:30:00,8,5,16.7,1.9,96,14.8,96,637,23.7,34,12.4,0,0,
2023-03-24 01:35:00,5,5,16.7,1.8,96,14.8,96,637,23.6,34,12.4,0,0,
2023-03-24 01:40:00,0,5,16.7,1.5,100,14.8,96,637,23.6,34,12.4,0,0,
2023-03-24 01:45:00,1,5,16.7,1.9,103,14.8,96,637,23.6,34,12.4,0,0,
2023-03-24 01:50:00,10,5,16.7,1.4,100,14.8,96,637,23.6,34,12.4,0,0,
2023-03-24 01:55:00,21,5,16.7,1.6,97,14.7,96,637,23.6,34,12.4,0,0,
2023-03-24 02:00:00,16,7,16.7,1.6,94,14.7,96,637,23.6,34,12.4,0,0,
2023-03-24 02:05:00,4,7,16.7,2.2,109,14.8,96,637,23.6,34,12.4,0,0,
2023-03-24 02:10:00,-7,7,16.7,2,110,14.9,95,637,23.5,34,12.4,0,0,
2023-03-24 02:15:00,-5,7,16.7,2.3,114,14.9,95,637,23.5,34,12.4,0,0,
2023-03-24 02:20:00,1,7,16.7,1.8,113,14.8,96,637,23.5,34,12.4,0,0,
2023-03-24 02:25:00,8,7,16.7,1.5,105,14.8,96,637,23.5,34,12.4,0,0,
2023-03-24 02:30:00,-5,7,16.7,1.6,102,14.9,96,637,23.5,35,12.4,0,0,
2023-03-24 02:35:00,-6,7,16.7,1.4,108,15,95,637,23.6,35,12.4,0,0,
2023-03-24 02:40:00,6,7,16.7,1.4,113,15,95,637,23.6,34,12.4,0,0,
2023-03-24 02:45:00,27,7,16.7,1.3,100,15,95,637,23.7,34,12.4,0,0,
2023-03-24 02:50:00,25,7,16.7,1,94,15,95,637,23.7,34,12.4,0,0,
2023-03-24 02:55:00,20,7,16.7,0.9,83,15,95,637,23.8,34,12.4,0,0,
2023-03-24 03:00:00,4,5,16.7,0.8,71,15,95,637,23.8,34,12.4,0,0,
2023-03-24 05:05:00,99999,99999,0,1.4,90,14.7,95,637,14.8,35,12.4,0,128,
2023-03-24 05:10:00,99999,99999,0,1.5,93,14.7,95,637,14.8,36,12.5,0,0,
2023-03-24 05:15:00,99999,99999,0,1.7,103,14.7,95,637,14.7,37,12.5,0,0,
2023-03-24 05:20:00,99999,99999,0,1.4,104,14.7,95,637,14.7,37,12.5,0,0,
2023-03-24 05:25:00,99999,99999,1.3,1.5,100,14.6,95,637,14.7,37,12.5,0,0,
2023-03-24 05:30:00,99999,99999,12.6,1.6,103,14.5,96,637,14.7,54,12.4,0,256,
2023-03-24 05:35:00,99999,99999,16.7,1.3,100,14.5,96,637,14.8,57,12.4,0,256,
2023-03-24 05:40:00,99999,99999,16.7,1.3,100,14.5,96,637,15,58,12.4,0,256,
2023-03-24 05:45:00,99999,99999,16.7,1.3,105,14.4,96,637,15.2,58,12.4,0,256,
2023-03-24 05:50:00,83,99999,16.6,1.5,93,14.4,96,637,15.6,57,12.4,0,256,
2023-03-24 05:55:00,62,99999,16.7,1.7,98,14.4,96,637,15.9,56,12.4,0,256,
2023-03-24 06:00:00,12,30,16.7,1.2,91,14.5,96,637,16.3,54,12.4,0,256,
2023-03-24 06:05:00,-15,30,16.1,1.3,97,14.5,96,637,16.6,54,12.4,0,256,
2023-03-24 06:10:00,-15,30,16.7,1.4,90,14.5,96,637,17,52,12.4,0,256,
2023-03-24 06:15:00,-15,30,16.7,1.2,96,14.5,96,637,17.4,51,12.4,0,256,
2023-03-24 06:20:00,-15,30,16.6,1.3,99,14.5,96,637,17.8,50,12.4,0,256,
2023-03-24 06:25:00,-15,30,16.7,1.6,105,14.5,96,637,18.2,48,12.4,0,256,
2023-03-24 06:30:00,-15,30,16.7,1,103,14.5,96,637,18.6,47,12.4,0,256,
2023-03-24 06:35:00,-15,30,16.7,1.7,104,14.6,95,637,19.1,46,12.4,0,256,
2023-03-24 06:40:00,-15,30,16.7,1.8,108,14.6,95,637,19.5,45,12.4,0,256,
2023-03-24 06:45:00,-14,30,16.7,1.1,96,14.7,95,637,19.9,44,12.4,0,256,
2023-03-24 06:50:00,10,30,16.7,1.6,100,14.8,95,637,20.4,43,12.4,0,256,
2023-03-24 06:55:00,6,30,16.7,1.3,89,14.8,94,637,20.8,41,12.4,0,256,
2023-03-24 07:00:00,18,-6,16.7,1.5,92,14.8,94,637,21.2,40,12.4,0,0,
2023-03-24 07:05:00,37,-6,16.7,1.4,103,14.9,94,637,21.6,39,12.4,0,0,
2023-03-24 07:10:00,57,-6,16.7,1.3,96,15,93,637,21.9,38,12.4,0,0,
2023-03-24 07:15:00,67,-6,16.7,1.8,95,15.1,93,637,22.2,38,12.4,0,0,
2023-03-24 07:20:00,54,-6,16.7,1.7,96,15.4,91,637,22.5,37,12.4,0,0,
2023-03-24 07:25:00,42,-6,16.7,1.8,91,15.5,90,637,22.8,36,12.4,0,0,
2023-03-24 07:30:00,17,-6,16.7,1.9,93,15.6,89,637,23,36,12.4,0,0,
2023-03-24 07:35:00,7,-6,16.7,2.1,96,15.7,89,637,23.3,35,12.4,0,0,
2023-03-24 07:40:00,-15,-6,16.7,2.2,88,15.8,88,637,23.5,35,12.4,0,0,
2023-03-24 07:45:00,-15,-6,16.7,2.3,92,16,87,637,23.7,34,12.4,0,0,
2023-03-24 07:50:00,-15,-6,16.7,2.6,93,16.5,85,637,23.9,34,12.4,0,0,
2023-03-24 07:55:00,-15,-6,16.7,1.9,90,16.7,84,637,24.2,33,12.4,0,0,
2023-03-24 08:00:00,32,14,16.7,1.9,96,17,82,637,24.4,33,12.4,0,0,
2023-03-24 08:05:00,69,14,16.7,1.8,72,17.3,81,637,24.7,32,12.4,0,0,
2023-03-24 08:10:00,42,14,16.7,1.9,71,17.2,80,637,24.9,32,12.4,0,0,
2023-03-24 08:15:00,40,14,16.7,2,81,17.6,77,637,25.1,31,12.4,0,0,
2023-03-24 08:20:00,48,14,16.7,2.1,70,17.7,74,637,25.3,31,12.4,0,0,
2023-03-24 08:25:00,56,14,16.7,2.1,78,18.2,71,637,25.5,30,12.4,0,0,
2023-03-24 08:30:00,24,14,16.7,2.1,71,18.6,70,637,25.8,30,12.4,0,0,
2023-03-24 08:35:00,-15,14,16.7,2.1,57,18.8,69,637,26.1,30,12.4,0,0,
2023-03-24 08:40:00,-15,14,16.7,2.1,67,19.1,68,637,26.4,29,12.4,0,0,
2023-03-24 08:45:00,-8,14,16.7,2,47,19.2,68,637,26.7,29,12.4,0,0,
2023-03-24 08:50:00,-1,14,16.7,1.9,72,18.6,70,637,27,28,12.4,0,0,
2023-03-24 08:55:00,9,14,16.7,1.5,62,19.2,68,637,27.2,28,12.4,0,0,
2023-03-24 09:00:00,13,1,16.7,1.7,50,19.7,66,637,27.5,28,12.4,0,0,
2023-03-24 09:05:00,23,1,16.7,1.9,84,19.5,65,637,27.8,27,12.4,0,0,
2023-03-24 09:10:00,20,1,16.7,1.5,84,19.5,65,637,28,26,12.4,0,0,
2023-03-24 09:15:00,16,1,16.7,1.4,76,20,63,637,28.3,26,12.4,0,0,
2023-03-24 09:20:00,1,1,16.7,1.1,64,20.3,62,637,28.6,26,12.4,0,0,
2023-03-24 09:25:00,3,1,16.7,1.3,70,20.3,61,637,28.9,25,12.4,0,0,
2023-03-24 09:30:00,7,1,16.7,1.2,92,20.3,60,637,29.2,25,12.4,0,0,
2023-03-24 09:35:00,25,1,16.7,0.8,24,20.7,59,637,29.5,24,12.4,0,0,
2023-03-24 09:40:00,38,1,16.7,0.8,39,21.2,58,637,29.8,24,12.4,0,0,
2023-03-24 09:45:00,32,1,16.7,0.5,93,21.3,57,637,30.2,24,12.4,0,0,
2023-03-24 09:50:00,5,1,16.7,1.1,13,21.5,55,637,30.5,23,12.4,0,0,
2023-03-24 09:55:00,-15,1,16.7,1,8,21.1,57,637,30.8,22,12.4,0,0,
2023-03-24 10:00:00,-15,0,16.7,0.8,11,21.2,57,637,31,22,12.4,0,0,
2023-03-24 10:05:00,-15,0,16.7,1.1,11,21.3,55,637,31.1,21,12.4,0,0,
2023-03-24 10:10:00,-12,0,16.7,0.8,40,21.7,54,637,31.3,21,12.4,0,0,
2023-03-24 10:15:00,2,0,16.7,1.3,67,21.7,53,637,31.5,21,12.4,0,0,
2023-03-24 10:20:00,16,0,16.7,0.8,46,21.9,53,637,31.8,21,12.4,0,0,
2023-03-24 10:25:00,33,0,16.7,0.9,92,21.9,53,637,32,21,12.4,0,0,
2023-03-24 10:30:00,24,0,16.7,0.9,47,21.8,53,637,32.2,20,12.4,0,0,
2023-03-24 10:35:00,11,0,16.7,0.7,19,21.6,53,637,32.3,20,12.4,0,0,
2023-03-24 10:40:00,-2,0,16.7,0.7,3,21.5,53,637,32.3,20,12.4,0,0,
2023-03-24 10:45:00,11,0,16.7,0.5,75,21.7,53,637,32.4,20,12.4,0,0,
2023-03-24 10:50:00,44,0,16.7,0.9,326,21.8,54,637,32.4,20,12.4,0,0,
2023-03-24 10:55:00,77,0,16.7,0.9,320,21.6,55,637,32.4,20,12.4,0,0,
2023-03-24 11:00:00,56,23,16.7,0.7,320,21.7,54,637,32.4,19,12.4,0,0,
2023-03-24 11:05:00,5,23,16.7,1.2,316,22,52,637,32.5,19,12.4,0,0,
2023-03-24 11:10:00,-15,23,16.7,0.5,304,22.2,52,637,32.6,19,12.4,0,0,
2023-03-24 11:15:00,-15,23,16.7,0.3,266,22.3,51,637,32.8,19,12.4,0,0,
2023-03-24 11:20:00,-15,23,16.7,0.4,303,22,53,637,32.9,19,12.4,0,0,
2023-03-24 11:25:00,-2,23,16.7,0.3,343,22.5,51,637,33,19,12.4,0,0,
2023-03-24 11:30:00,27,23,16.7,0.3,315,22.4,51,637,33.1,19,12.4,0,0,
2023-03-24 11:35:00,37,23,16.7,0.3,341,22.8,49,637,33.2,18,12.4,0,0,
2023-03-24 11:40:00,23,23,16.7,0.3,1,22.7,48,637,33.4,18,12.4,0,0,
2023-03-24 11:45:00,12,23,16.7,0.4,84,22.5,49,637,33.5,18,12.4,0,0,
2023-03-24 11:50:00,6,23,16.7,1.2,100,22.5,49,637,33.6,18,12.4,0,0,
2023-03-24 11:55:00,11,23,16.7,0.7,128,22.7,48,637,33.6,18,12.4,0,0,
2023-03-24 12:00:00,11,10,16.7,0.3,98,23,48,637,33.7,18,12.4,0,0,
2023-03-24 12:05:00,2,10,16.1,0.3,100,22.7,48,637,33.6,18,12.4,0,0,
2023-03-24 12:10:00,-10,10,16.7,0.6,280,22.2,50,637,33.6,18,12.4,0,0,
2023-03-24 12:15:00,-15,10,16.7,0.4,266,21.9,51,637,33.6,18,12.4,0,0,
2023-03-24 12:20:00,-5,10,16.7,0.3,200,22,49,636,33.6,18,12.4,0,0,
2023-03-24 12:25:00,22,10,16.7,0.3,277,22.3,50,636,33.6,18,12.4,0,0,
2023-03-24 12:30:00,32,10,16.7,0.3,294,22.2,50,636,33.6,18,12.4,0,0,
2023-03-24 12:35:00,13,10,16.7,0.3,282,21.9,50,636,33.6,18,12.4,0,0,
2023-03-24 12:40:00,12,10,16.7,0.6,304,21.8,51,636,33.4,18,12.4,0,0,
2023-03-24 12:45:00,8,10,16.7,0.6,340,21.8,51,636,33.3,18,12.4,0,0,
2023-03-24 12:50:00,8,10,16.7,0.8,325,21.8,51,636,33.1,18,12.4,0,0,
2023-03-24 12:55:00,7,10,16.7,0.8,318,21.7,52,636,33,18,12.4,0,0,
2023-03-24 13:00:00,17,15,16.7,1,280,21.6,52,636,32.8,19,12.4,0,0,
2023-03-24 13:05:00,34,15,16.7,1.6,259,21.2,54,636,32.6,19,12.4,0,0,
2023-03-24 13:10:00,28,15,16.7,1.7,260,21,56,636,32.3,19,12.4,0,0,
2023-03-24 13:15:00,20,15,16.7,1.4,257,21,56,636,32.1,20,12.4,0,0,
2023-03-24 13:20:00,7,15,16.7,1.5,268,20.9,56,636,31.9,20,12.4,0,0,
2023-03-24 13:25:00,6,15,16.7,1.4,262,20.9,57,636,31.7,20,12.4,0,0,
2023-03-24 13:30:00,11,15,16.7,1.2,261,20.8,58,636,31.5,21,12.4,0,0,
2023-03-24 13:35:00,13,15,16.7,1.1,268,20.7,58,636,31.3,21,12.4,0,0,
2023-03-24 13:40:00,2,15,16.7,1,267,20.7,57,636,31.2,21,12.4,0,0,
2023-03-24 13:45:00,3,15,16.7,0.8,263,20.6,58,636,31,21,12.4,0,0,
2023-03-24 13:50:00,9,15,16.7,0.5,289,20.6,58,636,30.9,21,12.4,0,0,
2023-03-24 13:55:00,17,15,16.7,0.4,299,20.6,57,636,30.9,21,12.4,0,0,
2023-03-24 14:00:00,14,13,16.7,0.3,294,20.6,58,636,30.9,21,12.4,0,0,
2023-03-24 14:05:00,12,13,16.7,0.7,15,20.5,59,636,30.9,21,12.4,0,0,
2023-03-24 14:10:00,5,13,16.7,1.2,14,19.9,62,636,30.8,22,12.4,0,0,
2023-03-24 14:15:00,-4,13,16.7,1.1,12,19.6,65,636,30.6,22,12.4,0,0,
2023-03-24 14:20:00,-8,13,16.7,1,18,19.6,65,636,30.4,22,12.4,0,0,
2023-03-24 14:25:00,7,13,16.7,0.9,354,19.7,65,636,30.3,23,12.4,0,0,
2023-03-24 14:30:00,17,13,16.7,1.4,313,19.9,66,636,30.2,23,12.4,0,0,
2023-03-24 14:35:00,10,13,16.7,1.5,301,19.8,67,636,30.1,24,12.4,0,0,
2023-03-24 14:40:00,13,13,16.7,1.1,307,19.8,66,636,30,24,12.4,0,0,
2023-03-24 14:45:00,13,13,16.7,1.1,307,19.7,65,636,29.9,23,12.4,0,0,
2023-03-24 14:50:00,20,13,16.7,1,309,19.7,64,636,29.8,23,12.4,0,0,
2023-03-24 14:55:00,19,13,16.7,0.8,313,19.7,65,636,29.8,23,12.4,0,0,
2023-03-24 15:00:00,12,17,16.7,1.2,315,19.6,66,636,29.7,24,12.4,0,0,
2023-03-24 15:05:00,15,17,16.7,1.2,320,19.5,68,636,29.7,24,12.4,0,0,
2023-03-24 15:10:00,7,17,16.7,1.5,324,19.3,69,636,29.5,24,12.4,0,0,
