"TOA5","CR300Series_Station 2","CR300","2342","CR300.Std.02.00","CPU:CR300 olifantsfontein.CR300","47560","TableHourly"
"TIMESTAMP","RECORD","BattV_Min","WSpeed_Max","WSpeed_S_WVT","WDir_D1_WVT","WDir_SD1_WVT","Temp_Max","Temp_Min","AirTC_Max","AirTC_Min","RH_Max","RH_Min","Rain_mm_Tot"
"TS","RN","Volts","meters/second","meters/second","Deg","Deg","Deg C","Deg C","Deg C","Deg C","%","%","mm"
"","","Min","Max","WVc","WVc","WVc","Max","Min","Max","Min","Max","Min","Tot"
"2021-04-22 17:00:00",0,12.37,1.77,0.734,321.1,44.1,21.7,21.4,20.94,20.28,39.52,35.24,0
"2021-04-22 18:00:00",1,12.38,5.38,1.531,346.1,21.7,21.5,18.8,20.29,18.09,50.64,37.11,0
"2021-04-22 19:00:00",2,12.38,4.28,1.444,332.5,20.09,19.4,17.8,18.09,16.28,56.5,50.61,0
"2021-04-22 20:00:00",3,12.38,3.31,1.354,325.7,16.39,18,16.8,16.73,15.25,59.51,54.95,0
"2021-04-22 21:00:00",4,12.38,2.89,0.911,315.9,17.17,17.2,15.4,15.43,14.13,63.04,58.39,0
"2021-04-22 22:00:00",5,12.38,3.63,1.203,315,22.64,16.5,15.1,14.37,13.61,63.95,62.12,0
"2021-04-22 23:00:00",6,12.37,2.22,0.611,304.8,33.6,15.8,13.9,13.65,12.64,67.5,63.33,0
"2021-04-23 00:00:00",7,12.37,5.02,1.49,283.6,14.32,15,13.6,13.9,12.14,68.35,61.36,0
"2021-04-23 01:00:00",8,12.37,7.36,2.89,236.5,33.1,14.9,13.6,14.57,13.67,61.75,58.65,0
"2021-04-23 02:00:00",9,12.37,8.78,3.613,190.2,23.37,13.7,13.3,13.68,13.2,66.88,61.3,0
"2021-04-23 03:00:00",10,12.37,6.46,2.72,154.6,20.1,13.3,12.9,13.24,12.64,69.88,66.82,0
"2021-04-23 04:00:00",11,12.37,5.88,2.084,158.8,21.07,12.9,11.9,12.69,11.72,74.36,69.79,0
"2021-04-23 05:00:00",12,12.37,4.28,1.588,158.9,18.48,12.2,11.4,11.75,10.87,78.64,74.42,0
"2021-04-23 06:00:00",13,12.37,3.22,1.438,150.2,20.61,11.6,11.2,11.2,10.83,78.41,77.13,0
"2021-04-23 07:00:00",14,12.37,3.11,1.478,157.8,29.79,11.6,11.1,10.88,10.11,80.5,77.42,0
"2021-04-23 08:00:00",15,12.37,3.36,1.003,118.8,43.59,14,11.1,13.17,10.81,79.1,68.67,0
"2021-04-23 09:00:00",16,12.37,3.85,1.703,167.6,33.62,14.8,12.9,15.74,13.17,70.32,61.32,0
"2021-04-23 10:00:00",17,12.38,6.09,2.676,184.9,27.51,17.9,13.6,18.13,15.5,63.51,50.17,0
"2021-04-23 11:00:00",18,12.38,14.44,5.784,190,22.6,19.3,16.9,20.26,17.89,50.69,42.26,0
"2021-04-23 12:00:00",19,12.38,10.39,3.957,178.4,24.92,22.1,17.2,22.6,18.78,46.7,33.81,0
"2021-04-23 13:00:00",20,12.39,8.81,3.166,198.9,36.13,22.4,19.3,23.11,20.19,38.59,30.37,0
"2021-04-23 14:00:00",21,12.38,9.75,3.765,198.8,27.72,21.7,19.4,22.09,20.12,36.48,30.94,0
"2021-04-23 15:00:00",22,12.38,9.88,3.52,236.8,30.07,23.1,20,23.09,20.54,32.74,27.7,0
"2021-04-23 16:00:00",23,12.38,11.83,4.285,250.4,25.11,22.1,20.3,22.41,21.19,31.23,28.51,0
"2021-04-23 17:00:00",24,12.38,9.59,4.359,248.2,20.81,22,20.4,22.24,20.57,31.76,29.29,0
"2021-04-23 18:00:00",25,12.38,8.25,3.514,253.8,16.74,20.7,19.3,20.58,19.2,35.27,31,0
"2021-04-23 19:00:00",26,12.38,5.6,2.442,256.1,15.75,19.4,18.2,19.26,18.15,38.71,34.78,0
"2021-04-23 20:00:00",27,12.38,8.86,2.334,147,46.67,18.4,15.8,18.18,15.83,44.59,38.65,0
"2021-04-23 21:00:00",28,12.38,4.86,1.774,105.5,28.59,15.9,14.3,15.84,13.79,51.38,43.56,0
"2021-04-23 22:00:00",29,12.37,2.82,1.001,94.5,22.09,14.7,13,13.78,12.08,59.15,51.31,0
"2021-04-23 23:00:00",30,12.37,5.3,1.745,75.72,42.94,13.6,12.9,13.23,12.06,58.73,55.85,0
"2021-04-24 00:00:00",31,12.37,4.51,1.079,47.87,72.5,13.6,11.8,12.95,11.05,63.75,56.54,0
"2021-04-24 01:00:00",32,12.37,2.01,0.67,187,85,12.6,11.1,11.05,10.02,69.5,63.67,0
"2021-04-24 02:00:00",33,12.37,2.4,0.708,311.8,99.4,12.2,11.1,11.68,10.04,70.29,64.1,0
"2021-04-24 03:00:00",34,12.37,2.24,0.776,335.5,87,11.8,10,10.18,8.96,75.96,70.03,0
"2021-04-24 04:00:00",35,12.37,2.57,0.815,245,57.94,10.8,9.7,9.56,8.29,78.27,73.55,0
"2021-04-24 05:00:00",36,12.37,4.1,1.117,265.2,81,10.4,8.4,9.05,7.551,80.2,74.25,0
"2021-04-24 06:00:00",37,12.37,3.01,1.363,35.96,48.95,10.1,9.3,8.75,7.703,79.39,75,0
"2021-04-24 07:00:00",38,12.37,4.47,1.191,345.8,58.73,12.9,9.5,11.86,8.73,76.14,60.77,0
"2021-04-24 08:00:00",39,12.37,5.9,2.017,329.9,24.53,15.1,12.9,14.95,11.86,60.74,51.14,0
"2021-04-24 09:00:00",40,12.38,7.35,2.596,331.4,26.35,17.2,15.1,17.5,14.94,52.76,42.99,0
"2021-04-24 10:00:00",41,12.38,9.03,2.938,294.8,32.6,20.7,16.5,21.27,17.48,45.26,33.55,0
"2021-04-24 11:00:00",42,12.39,12.01,5.193,272.2,23.4,22.1,19.4,22.69,20.2,36.78,29.22,0
"2021-04-24 12:00:00",43,12.39,14.46,6.048,253.2,26.62,23.3,20.4,23.55,21.8,31.86,25.31,0
"2021-04-24 13:00:00",44,12.39,15.41,6.833,243.9,21.13,23.5,21.3,23.55,22.03,28.27,25.71,0
"2021-04-24 14:00:00",45,12.39,13.25,6.567,247.2,21.94,23.8,21.4,23.87,22.57,27.86,23.18,0
"2021-04-24 15:00:00",46,12.39,13.36,5.655,240.8,22.31,24,22.1,24.27,22.95,27.57,23.17,0
"2021-04-24 16:00:00",47,12.39,13.92,5.416,239.3,24.63,23.8,22.2,24.11,22.89,25.17,22.62,0
"2021-04-24 17:00:00",48,12.38,11.94,4.792,231.7,28.5,23.1,21.7,23.05,21.53,24.7,22.81,0
"2021-04-24 18:00:00",49,12.38,10.38,3.146,237.9,19.82,21.7,19.6,21.55,19.3,30.16,24.24,0
"2021-04-24 19:00:00",50,12.38,5.18,2.414,238.8,18.75,20,17.8,19.32,17.6,33.58,29.69,0
"2021-04-24 20:00:00",51,12.38,5.05,1.994,223.1,26.91,18.2,16.5,17.63,16.61,33.51,30.13,0
"2021-04-24 21:00:00",52,12.38,5.13,2.072,226.6,24.18,16.9,15.8,16.63,15.66,31.72,30.62,0
"2021-04-24 22:00:00",53,12.38,4.19,2.113,244.4,15.13,16.3,14.5,15.66,12.88,39.37,31.49,0
"2021-04-24 23:00:00",54,12.37,3.57,2.076,248.9,11.81,15.2,14.1,13.98,11.61,43.77,36.02,0
"2021-04-25 00:00:00",55,12.37,3.71,1.133,236,80.6,15.1,12.9,13.61,11.32,46.99,37.74,0
"2021-04-25 01:00:00",56,12.37,2.12,0.784,354.1,48.48,14,11.5,11.33,10.52,49.53,46.64,0
"2021-04-25 02:00:00",57,12.37,1.38,0.517,44.1,87.5,12.2,10.6,10.57,9.3,53.8,48.37,0
"2021-04-25 03:00:00",58,12.37,2.15,0.844,322.2,37.16,11.9,10,9.74,8.35,54.93,50.41,0
"2021-04-25 04:00:00",59,12.37,1.85,0.643,305.4,25.47,11.5,9.3,8.4,7.804,56.12,52.05,0
"2021-04-25 05:00:00",60,12.37,1.62,0.615,333.9,70.4,10.1,8.2,7.994,6.592,58.94,52.41,0
"2021-04-25 06:00:00",61,12.37,2.12,0.92,353.7,50.4,10.7,8,7.48,6.704,57.61,52,0
"2021-04-25 07:00:00",62,12.37,1.85,0.872,352.1,64.56,10.8,8.6,7.46,6.572,59.59,51.9,0
"2021-04-25 08:00:00",63,12.37,2.05,0.709,88,76.79,14.3,9.6,11.97,6.936,61.91,39.78,0
"2021-04-25 09:00:00",64,12.37,1.99,0.739,312.7,80.2,19.4,14,18.21,11.96,41.43,28.33,0
"2021-04-25 10:00:00",65,12.38,3.78,1.472,172.5,48.69,20.3,17.2,19.88,17.92,31.31,27.5,0
"2021-04-25 11:00:00",66,12.39,4.01,1.567,195.1,63.71,22.1,18.2,22.01,19.26,32.19,27.79,0
"2021-04-25 12:00:00",67,12.39,4.84,1.594,165.9,94.9,23.8,19.6,23.43,20.91,32.04,25.44,0
"2021-04-25 13:00:00",68,12.37,5.59,1.997,227.7,49.31,24.2,21,23.97,22.81,29.24,24.15,0
"2021-04-25 14:00:00",69,12.39,5.61,1.909,232.3,57.96,25.3,21.8,24.92,23.32,27.63,21.28,0
"2021-04-25 15:00:00",70,12.39,6.16,2.003,221.9,47.05,25.3,22.4,25.45,24.12,25.96,19.8,0
"2021-04-25 16:00:00",71,12.39,6.47,2.195,199.9,47.68,25.3,23.1,25.44,24.17,23.58,19.99,0
"2021-04-25 17:00:00",72,12.39,7.13,2.042,206.9,34.24,24.8,22.8,24.42,21.82,23.77,19.84,0
"2021-04-25 18:00:00",73,12.38,4.54,1.092,192,37.49,22.9,19.6,21.83,17.55,32.46,21.72,0
"2021-04-25 19:00:00",74,12.38,1.59,0.618,232.2,44.8,20.3,18,17.56,15.66,37.13,31.09,0
"2021-04-25 20:00:00",75,12.38,2.17,0.724,139.4,98.6,18.6,16,16.1,15.17,37.22,33.06,0
"2021-04-25 21:00:00",76,12.38,2.35,1.042,0.551,68.72,17.5,15.4,15.54,13.75,40.02,31.88,0
"2021-04-25 22:00:00",77,12.37,2.42,0.934,24.71,20.59,16.1,14.3,13.75,12.14,43.49,39.03,0
"2021-04-25 23:00:00",78,12.37,1.73,0.752,17.73,58.12,15.1,12.9,12.16,10.89,46.05,40.96,0
"2021-04-26 00:00:00",79,12.37,0.79,0.278,140.2,84.9,13.5,11.1,10.89,9.75,48.5,43.7,0
"2021-04-26 01:00:00",80,12.37,1.75,0.544,102,63.84,12.7,10.1,10.06,8.9,58.15,46.3,0
"2021-04-26 02:00:00",81,12.37,1.7,0.552,53.66,58.71,12.5,9.7,9.15,8.14,58.15,50.13,0
"2021-04-26 03:00:00",82,12.37,1.15,0.429,316.3,78.78,10.8,8.6,8.15,7.51,63.56,55.65,0
"2021-04-26 04:00:00",83,12.37,0.89,0.384,58.23,65.25,10.6,8.5,8.04,7.006,61.49,54.12,0
"2021-04-26 05:00:00",84,12.37,0.85,0.371,233.5,85.4,9.7,7.6,7.278,6.39,64.66,55.11,0
"2021-04-26 06:00:00",85,12.37,1.76,0.935,352.1,87.9,10.4,8,7.622,5.956,65.7,55.66,0
"2021-04-26 07:00:00",86,12.37,1.22,0.544,22.07,95.9,11,8.2,7.561,6.178,62.71,56.86,0
"2021-04-26 08:00:00",87,12.37,1.32,0.523,211.2,53.47,14.8,9.9,12.2,7.581,58.35,44.54,0
"2021-04-26 09:00:00",88,12.37,1.39,0.634,169.5,37.13,20.3,14.4,21.01,12.18,48.26,25.45,0
"2021-04-26 10:00:00",89,12.38,2.57,1.017,142.4,55.76,23.8,19.6,23.3,21,26.91,19.01,0
"2021-04-26 11:00:00",90,12.39,4.71,1.426,2.181,83.4,24.6,22.1,24.79,23.25,25.02,18.23,0
"2021-04-26 12:00:00",91,12.39,6.08,2.083,313.1,49.56,24.7,22.1,25.6,23.35,24.22,17.78,0
"2021-04-26 13:00:00",92,12.39,5.83,2.091,348.5,51.79,25.6,22.8,26.15,24.02,23.43,17.91,0
"2021-04-26 14:00:00",93,12.39,5.69,1.989,326.6,48.25,25.8,23.4,26.84,25.13,22.6,16.91,0
"2021-04-26 15:00:00",94,12.39,6.12,1.919,341.8,43,26,23.7,27.44,25.44,20.92,17.02,0
"2021-04-26 16:00:00",95,12.39,6.24,2.116,344.2,31.52,25.6,23.8,27.02,25.04,21.69,18.52,0
"2021-04-26 17:00:00",96,12.39,5.7,1.73,346.2,23.77,25.3,22.8,25.01,21.41,24.74,19.95,0
"2021-04-26 18:00:00",97,12.38,5.43,1.972,356.3,15,23.3,20.3,21.41,19.14,30.25,22.95,0
"2021-04-26 19:00:00",98,12.38,4.77,1.99,353.8,15,20.6,18.6,19.17,16.87,33.93,30.01,0
"2021-04-26 20:00:00",99,12.38,4.21,1.913,0.606,14.55,18.9,17.2,16.89,15.6,35.64,33.15,0
"2021-04-26 21:00:00",100,12.38,2.2,0.692,115.2,88.7,17.9,15.2,15.6,12.88,43.86,35.1,0
"2021-04-26 22:00:00",101,12.37,1.61,0.523,204.8,69,15.8,13.5,13.06,11.88,51.13,43.48,0
"2021-04-26 23:00:00",102,12.37,2.19,0.583,349.8,76.58,15.1,12.9,12.08,11.46,51.49,47.85,0
"2021-04-27 00:00:00",103,12.37,2.08,0.732,29.15,92.4,14.3,11.8,11.82,10.5,55.06,49.34,0
"2021-04-27 01:00:00",104,12.37,1.76,0.575,52.45,75.24,14.3,11.5,11.08,9.65,57.58,51.66,0
"2021-04-27 02:00:00",105,12.37,2.08,0.813,75.08,83.5,13.3,10.5,10.55,9.26,61.45,55.16,0
"2021-04-27 03:00:00",106,12.37,1.5,0.656,28.41,60.13,13.3,10,9.69,8.63,65.37,60.98,0
"2021-04-27 04:00:00",107,12.37,2.36,0.969,58.09,42.42,13.3,10.3,9.82,8.64,64.07,53.42,0
"2021-04-27 05:00:00",108,12.37,1.84,0.547,67.24,63.9,13,11,9.67,8.99,57.88,53.32,0
"2021-04-27 06:00:00",109,12.37,2.81,0.937,319.9,28.68,13.1,10.8,9.56,8.69,57.19,49.39,0
"2021-04-27 07:00:00",110,12.37,2.56,0.572,7.662,49.29,13.6,11.8,9.88,9.17,55.33,49.45,0
"2021-04-27 08:00:00",111,12.37,1.98,0.524,102.1,45.08,18.9,13.3,15.02,9.89,55.06,44.64,0
"2021-04-27 09:00:00",112,12.37,3.05,0.861,304.3,60.88,22.1,17.2,22.19,15.04,47.44,27.42,0
"2021-04-27 10:00:00",113,12.38,5.99,1.616,315.8,41.39,24.2,21.4,24.81,22.17,30.94,21.75,0
"2021-04-27 11:00:00",114,12.39,5.53,2.135,330,34.33,25.1,22.7,25.78,24.12,27.25,22.09,0
"2021-04-27 12:00:00",115,12.39,5.82,2.012,272.6,47.76,26,23.1,26.09,24.59,26.89,20.48,0
"2021-04-27 13:00:00",116,12.39,8.87,3.131,253.7,36.24,26.7,23.8,26.77,24.91,25.04,20.42,0
"2021-04-27 14:00:00",117,12.39,7.71,2.319,270.9,41.14,27.1,24.6,27.76,25.57,25.2,20.11,0
"2021-04-27 15:00:00",118,12.39,10.46,2.451,263.4,38.78,26.7,25.1,27.18,26.08,24.51,21.32,0
"2021-04-27 16:00:00",119,12.39,6.23,2.111,248.6,34.25,26.3,25.1,26.68,25.84,24.54,21.28,0
"2021-04-27 17:00:00",120,12.39,5.1,1.879,254.7,25.97,26.3,24.6,26.05,24.04,25.61,22.07,0
"2021-04-27 18:00:00",121,12.39,3.09,0.874,279.7,48.72,24.9,22.1,24.22,19.87,34.82,24.94,0
"2021-04-27 19:00:00",122,12.38,3.44,1.367,351,15.63,22.8,20.7,19.88,18.4,37.9,33.51,0
"2021-04-27 20:00:00",123,12.38,4.39,1.622,354.8,13.09,20.8,19.4,18.66,17.33,39.63,36.23,0
"2021-04-27 21:00:00",124,12.38,3.11,1.054,9.5,74.72,20.1,17.2,17.47,15.41,47.3,38.28,0
"2021-04-27 22:00:00",125,12.38,1.78,0.356,297.2,75.46,17.9,15.1,15.4,14.38,51.02,47.03,0
"2021-04-27 23:00:00",126,12.38,1.75,0.924,49.7,28.88,16.8,15.4,14.82,14.15,50.75,47.73,0
"2021-04-28 00:00:00",127,12.38,2.03,1.131,40.5,11.56,16.8,15.1,14.22,13.61,51.11,49.17,0
"2021-04-28 01:00:00",128,12.37,2.03,0.812,39.95,62.68,16.1,13.3,13.87,12,57.32,49.91,0
"2021-04-28 02:00:00",129,12.37,1.41,0.524,105.5,80.9,15.1,12,12.3,11,63.44,55.32,0
"2021-04-28 03:00:00",130,12.37,0.92,0.432,263.9,66.84,13.3,11.6,11.06,10.42,67.84,62.16,0
"2021-04-28 04:00:00",131,12.37,1.3,0.481,11.58,61.14,14.9,12.6,11.53,10.59,65.45,57.43,0
"2021-04-28 05:00:00",132,12.37,1.89,0.735,82.3,72.03,13.6,11.5,11,9.94,65.46,58.11,0
"2021-04-28 06:00:00",133,12.37,1.07,0.355,332.5,95.8,13,10.8,9.95,9.62,66.41,63.2,0
"2021-04-28 07:00:00",134,12.37,1.24,0.401,107.3,83.8,12,10.6,9.98,9.22,69.18,65.22,0
"2021-04-28 08:00:00",135,12.37,1.48,0.543,209.1,74.16,18.7,11.8,14.98,9.72,69.04,48.12,0
"2021-04-28 09:00:00",136,12.37,2.67,0.812,76.08,48.52,23.5,17.8,23.74,14.97,49.11,25.44,0
"2021-04-28 10:00:00",137,12.38,2.72,0.911,166.5,76.67,25.3,22.1,24.54,23.38,29.18,24.66,0
"2021-04-28 11:00:00",138,12.39,3.38,1.066,244.3,81,26.7,23.3,25.98,23.84,28.74,23.39,0
"2021-04-28 12:00:00",139,12.39,6.94,1.948,31.1,51.51,27,24.1,27.36,25.63,27.57,21.81,0
"2021-04-28 13:00:00",140,12.39,5.93,2.14,15.5,43.68,27.3,24.3,28.42,26.12,26.73,21.49,0
"2021-04-28 14:00:00",141,12.39,8.1,2.878,25.38,37.15,27.1,24.3,28.28,27.18,25.51,21.99,0
"2021-04-28 15:00:00",142,12.39,7.58,2.554,36.29,37.98,26.7,24.6,28.26,27.16,24.56,21.04,0
"2021-04-28 16:00:00",143,12.39,9.1,1.979,356.2,40.19,26.5,24.7,27.78,25.67,25.36,21.21,0
"2021-04-28 17:00:00",144,12.39,6.4,2.458,19.18,24.33,25.3,23.5,25.78,22.55,27.92,23.46,0
"2021-04-28 18:00:00",145,12.38,4.2,1.554,355.7,17.34,23.8,21,22.55,19.22,33.99,27.28,0
"2021-04-28 19:00:00",146,12.38,3.43,1.423,350,14.01,21.7,20,19.22,18.01,35.39,33.33,0
"2021-04-28 20:00:00",147,12.38,3.78,1.87,357,12.21,20.7,19.5,18.31,17.94,35.48,34.15,0
"2021-04-28 21:00:00",148,12.38,4.09,1.936,359.1,12.77,20.3,18.9,18.09,17.04,37.76,34.76,0
"2021-04-28 22:00:00",149,12.38,3.86,1.865,0.792,12.21,19.6,18.6,17.33,16.42,38.6,36.81,0
"2021-04-28 23:00:00",150,12.38,2.87,1.432,5.576,12.78,19.1,17.5,16.43,15.37,41.55,38.33,0
"2021-04-29 00:00:00",151,12.37,2.11,0.611,222.8,89.7,17.9,14,15.38,12.74,57.01,41.23,0
"2021-04-29 01:00:00",152,12.38,4.82,2.178,53.36,20.6,17.9,14.3,16.75,13.14,55.88,40.86,0
"2021-04-29 02:00:00",153,12.38,7.96,3.764,44.08,16.34,17.8,16.5,16.63,15.99,48,42.61,0
"2021-04-29 03:00:00",154,12.38,9.53,4.311,43.39,17.25,16.8,15.5,16,15.14,57.14,47.99,0
"2021-04-29 04:00:00",155,12.38,10.08,4.009,32.73,19.77,16.1,15.4,15.35,14.83,67.03,57.14,0
"2021-04-29 05:00:00",156,12.38,9.05,4.13,43.07,19.26,15.5,14.7,14.87,14.26,73.77,67.05,0
"2021-04-29 06:00:00",157,12.38,6.25,2.232,59.99,23.64,15.1,13.8,14.3,13.41,79.1,73.8,0
"2021-04-29 07:00:00",158,12.37,5.9,2.592,57.75,19.61,14.9,13.6,13.95,13.2,80.2,78.05,0
"2021-04-29 08:00:00",159,12.37,6.31,2.913,49.46,19.52,17.5,14.7,16.55,13.96,78.08,65.72,0
"2021-04-29 09:00:00",160,12.38,7.02,3.452,40.34,21.42,19.9,16.8,20.83,16.54,66.02,48.55,0
"2021-04-29 10:00:00",161,12.38,8.68,2.95,10.2,26.91,22.2,19,23.32,20.81,50.07,40.38,0
"2021-04-29 11:00:00",162,12.39,8.24,3.426,2.674,22.78,23.5,21,24.85,23.3,41.94,36.89,0
"2021-04-29 12:00:00",163,12.39,9.53,4.019,2.006,21.3,24.9,21.8,25.95,24.85,41.83,32.85,0
"2021-04-29 13:00:00",164,12.39,11.01,4.017,0.812,20.3,25.3,22.7,27.16,25.38,36.26,28.64,0
"2021-04-29 14:00:00",165,12.39,8.05,3.171,350.5,26.8,27,23.5,27.77,26.67,32.98,25.61,0
"2021-04-29 15:00:00",166,12.39,7.15,3.304,3.869,21.66,25.7,23.8,27.6,26.87,28.92,24.89,0
"2021-04-29 16:00:00",167,12.39,8.05,3.182,359.2,22.86,25.7,23.8,27.52,24.93,30.03,25.69,0
"2021-04-29 17:00:00",168,12.39,7.38,2.676,356.5,21.57,24.3,22.8,25.1,21.92,36.29,27.04,0
"2021-04-29 18:00:00",169,12.38,6.11,1.941,357.8,18.98,22.8,20.7,21.92,19.65,42.63,35.82,0
"2021-04-29 19:00:00",170,12.38,4.95,1.902,358.5,17.05,21,19.6,19.8,18.51,46.02,42.18,0
"2021-04-29 20:00:00",171,12.38,3.82,1.301,17.71,29.83,20,18.6,18.53,16.97,50.88,45.76,0
"2021-04-29 21:00:00",172,12.38,2.94,0.521,149.1,80.3,19.4,16.6,17.05,15.49,57.61,50.25,0
"2021-04-29 22:00:00",173,12.38,5.22,1.588,19.96,45.98,19.6,16.8,17.87,15.53,57.6,46.22,0
"2021-04-29 23:00:00",174,12.38,4.8,2.076,3.856,14.71,19.6,18.7,18.34,17.69,47.12,45.77,0
"2021-04-30 00:00:00",175,12.38,4.84,1.853,1.013,28.05,19.6,18.6,18.55,17.74,49.54,45.26,0
"2021-04-30 01:00:00",176,12.38,12.89,3.351,204.6,38.97,18.9,14,17.95,14.54,73.46,48.59,0
"2021-04-30 02:00:00",177,12.38,12.05,3.398,236.8,26.47,14.3,11.8,14.51,12.57,91.9,73.14,3.2
"2021-04-30 03:00:00",178,12.38,5.47,1.864,210.6,33.42,12.2,11.5,12.6,12.17,93,90.7,5.2
"2021-04-30 04:00:00",179,12.37,4.85,1.97,188.6,25.71,12,11.5,12.33,11.84,93.7,92.5,4
"2021-04-30 05:00:00",180,12.37,5.35,1.432,159.1,37.84,11.5,11.3,11.89,11.64,94.5,93.6,6
"2021-04-30 06:00:00",181,12.37,3.41,1.212,144,26.63,11.5,11.1,11.82,11.63,94.5,93.4,4.2
"2021-04-30 07:00:00",182,12.37,3.94,1.423,159.6,27.91,11.5,10.8,11.71,11.22,95,94.2,5.2
"2021-04-30 08:00:00",183,12.37,3.95,1.779,170.7,30.45,11.1,9.9,11.33,10.53,94.9,92.4,3.2
"2021-04-30 09:00:00",184,12.37,5.26,1.669,116,24.02,10.4,9.7,11.03,10.41,93.9,92.8,1.6
"2021-04-30 10:00:00",185,12.35,4.77,2.139,105.4,14.07,12.6,9.8,13.17,10.92,92.8,82.9,0
"2021-04-30 11:00:00",186,12.37,3.87,1.639,84.7,20.07,14,11.8,14.52,12.6,86.5,77.05,0
"2021-04-30 12:00:00",187,12.38,5.67,2.04,49.88,23.94,16.1,12.9,17.31,14.39,80.7,66.66,0
"2021-04-30 13:00:00",188,12.38,5.53,2.434,20.59,24.59,16.8,13.6,19.52,15.85,73.8,60.84,0
"2021-04-30 14:00:00",189,12.38,6.61,2.546,11.3,20.29,16.8,15.1,18.39,16.87,72.84,65.42,0
"2021-04-30 15:00:00",190,12.38,9.97,3.261,8.97,19.88,17.9,15.8,20.14,17.41,71.31,59.95,0
"2021-04-30 16:00:00",191,12.38,9.68,4.038,16.02,22.29,17.5,15.8,18.75,17.19,71.16,64.95,0
"2021-04-30 17:00:00",192,12.38,12.43,2.973,322.3,40.33,17.1,9.3,17.59,10.9,91.4,63.43,4
"2021-04-30 18:00:00",193,12.37,2.76,0.769,338.9,32.65,11.1,10.4,11.76,11.14,93.1,91.2,1.8
"2021-04-30 19:00:00",194,12.37,1.24,0.429,349.3,45.43,11.1,10.8,11.59,10.96,94.1,91.3,0
"2021-04-30 20:00:00",195,12.37,1.37,0.353,316.9,63.16,11.5,11.1,12.18,11.47,94.1,92.3,0
"2021-04-30 21:00:00",196,12.37,1.97,0.6,238.9,39.36,11.8,11.5,12.56,11.47,93.2,89.7,0
"2021-04-30 22:00:00",197,12.37,1.16,0.405,128.5,57.6,11.5,11,11.48,10.77,94.9,93.2,0
"2021-04-30 23:00:00",198,12.37,0.67,0.287,135.7,81.1,11.1,10.6,10.84,10.12,95.8,94.9,0
"2021-05-01 00:00:00",199,12.37,0.7,0.304,117.3,64.2,11.1,10.4,10.83,9.71,96.1,95.8,0
"2021-05-01 01:00:00",200,12.37,0.61,0.214,80.9,90.9,10.8,9.8,9.97,9.36,96.4,96,0
"2021-05-01 02:00:00",201,12.37,0.69,0.35,90.5,22.78,10.1,9.3,9.54,8.97,96.6,96.3,0
"2021-05-01 03:00:00",202,12.37,0.94,0.33,145.4,57.19,9.6,8.6,9.32,8.71,96.6,96.5,0
"2021-05-01 04:00:00",203,12.37,2.49,0.719,178.9,58.29,9.1,8.3,9.17,8.51,96.8,96.6,0.2
"2021-05-01 05:00:00",204,12.37,2.86,1.252,149.9,23.12,9.5,8.9,9.47,9.05,96.9,96.8,0
"2021-05-01 06:00:00",205,12.37,3.01,1.399,121.1,18.83,9.5,8.9,9.54,9.17,96.9,96.6,0
"2021-05-01 07:00:00",206,12.37,2.96,1.175,132.7,16.96,9.4,9.1,9.67,9.3,96.6,94.6,0
"2021-05-01 08:00:00",207,12.37,3.41,1.561,145.9,18.67,10,8.9,10.82,9.22,96,90.8,0
"2021-05-01 09:00:00",208,12.37,4.27,1.776,123.8,19.46,11.9,9.3,13.57,10.8,91.2,75.35,0
"2021-05-01 10:00:00",209,12.38,4.52,1.763,114,27.22,15.8,11.4,16.28,12.92,78.59,60.34,0
"2021-05-01 11:00:00",210,12.38,7.21,2.385,129.9,25.01,15.8,13.6,16.87,14.46,70.49,56.4,0
"2021-05-01 12:00:00",211,12.38,7.55,3.114,140.8,28.56,16.5,14.1,17.06,14.83,67.9,54.63,0
"2021-05-01 13:00:00",212,12.38,7.13,2.931,148.6,24.62,16.7,14.8,17.09,15.36,61.06,51.54,0
"2021-05-01 14:00:00",213,12.38,6.31,2.414,126.7,42.56,18.8,15.8,19.53,16.87,56.19,44.54,0
"2021-05-01 15:00:00",214,12.38,6.89,2.532,130.2,30.53,18.2,16.1,19.39,16.96,53.75,43.06,0
"2021-05-01 16:00:00",215,12.38,7.22,2.875,146.9,23.77,18.6,16.7,19.32,17.03,50.42,43.86,0
"2021-05-01 17:00:00",216,12.38,6.95,3.135,138.6,20.42,17.2,15.8,17.7,15.7,52.3,44.68,0
"2021-05-01 18:00:00",217,12.38,9.48,3.801,128.5,18.01,15.8,14,15.7,13.97,63.03,51.3,0
"2021-05-01 19:00:00",218,12.37,10.31,3.798,121.1,18.18,14.1,12.6,13.97,12.41,71.14,61.97,0
"2021-05-01 20:00:00",219,12.37,10.09,3.866,121.9,19.51,12.6,11.1,12.43,11.03,75.65,69.49,0
"2021-05-01 21:00:00",220,12.37,7.48,3.271,120.6,18.06,11.1,10.1,11.05,10.14,81,75.27,0
"2021-05-01 22:00:00",221,12.37,6.1,2.402,125.1,19.75,10.6,9.8,10.27,9.56,82,78.36,0
"2021-05-01 23:00:00",222,12.37,4.9,2.145,124.9,17.36,10,9.4,9.69,9.24,83.6,81.2,0
