"TOA5","CR200test","CR200X","No_SN","CR200X.Std.02","RMyoungFinalProgram2021_cr200.CR2","36029","TableMin"
"TIMESTAMP","RECORD","BattV_Avg","AirTC_Avg","RH_Avg","WSpeed_Avg","WDir_Avg"
"TS","RN","Volts","Deg C","%","meters/sec","degrees"
"","","Avg","Avg","Avg","Avg","Avg"
"2023-06-21 17:15:00",83,13.69034,28.24725,16.48539,3.019166,56.56834
"2023-06-21 17:20:00",84,13.6283,28.00846,16.94196,3.103167,54.16001
"2023-06-21 17:25:00",85,13.62946,27.67727,17.7447,2.384334,61.66333
"2023-06-21 17:30:00",86,13.6468,27.46875,18.18919,2.014667,54.37666
"2023-06-21 17:35:00",87,13.69386,27.01749,18.92362,2.234333,74.22668
"2023-06-21 17:40:00",88,13.76747,26.6718,19.45392,2.417167,84.74
"2023-06-21 17:45:00",89,13.7279,26.32879,21.00591,1.706333,84.64
"2023-06-21 17:50:00",90,13.72828,26.01075,22.00937,1.093333,71.76334
"2023-06-21 17:55:00",91,13.68493,25.69845,22.49426,2.065,98.64001
"2023-06-21 18:00:00",92,13.7252,25.53917,23.00927,2.221166,100.6467
"2023-06-21 18:05:00",93,13.69882,25.15325,23.79941,2.007,100.6017
"2023-06-21 18:10:00",94,13.73907,24.88346,24.21369,2.361667,95.48168
"2023-06-21 18:15:00",95,13.75344,24.49836,25.01141,1.592,83.52
"2023-06-21 18:20:00",96,13.7902,24.18288,25.38573,1.799333,91.37
"2023-06-21 18:25:00",97,13.80519,23.90261,25.93586,1.792166,96.64668
"2023-06-21 18:30:00",98,13.78537,23.80262,26.31435,1.886167,106.92
"2023-06-21 18:35:00",99,13.79425,23.51243,26.74693,1.634333,104.2983
"2023-06-21 18:40:00",100,13.80542,23.26233,27.00347,1.349167,94.63167
"2023-06-21 18:45:00",101,13.80439,23.16393,27.39759,1.560834,89.46
"2023-06-21 18:50:00",102,13.78686,23.42602,26.8844,1.122833,73.705
"2023-06-21 18:55:00",103,13.83433,23.19641,27.27935,1.753167,96.46334
"2023-06-21 19:00:00",104,13.84314,22.82956,27.97724,1.7245,92.48333
"2023-06-21 19:05:00",105,13.83153,22.51164,29.06674,1.083833,80.12334
"2023-06-21 19:10:00",106,13.84227,22.88123,28.04048,1.056,52.08167
"2023-06-21 19:15:00",107,13.84236,22.86822,27.98003,0.9041668,69.52335
"2023-06-21 19:20:00",108,13.85174,22.74061,28.01294,0.7371666,44.65501
"2023-06-21 19:25:00",109,13.85733,22.60336,28.33151,0.8044999,56.52168
"2023-06-21 19:30:00",110,13.84601,22.56068,27.93764,0.9263334,63.87832
"2023-06-21 19:35:00",111,13.84327,22.2872,28.37561,0.7661666,107.9733
"2023-06-21 19:40:00",112,13.84674,22.6739,26.5527,0.8203333,83.07333
"2023-06-21 19:45:00",113,13.84793,22.8236,26.00879,1.183,73.00001
"2023-06-21 19:50:00",114,13.87656,22.62761,26.5562,0.7645001,104.1483
"2023-06-21 19:55:00",115,13.87151,22.53301,26.67966,0.7005,52.48166
"2023-06-21 20:00:00",116,13.87065,22.20222,27.03382,0.6484999,93.03666
"2023-06-21 20:05:00",117,13.88199,21.83701,27.31104,0.5965,107.95
"2023-06-21 20:10:00",118,13.86939,22.31063,26.00525,0.9431669,76.99667
"2023-06-21 20:15:00",119,13.87547,22.12776,26.62057,0.6771668,109.9166
"2023-06-21 20:20:00",120,13.87202,22.03822,26.59472,0.8074999,58.43999
"2023-06-21 20:25:00",121,13.82852,21.9947,26.44029,0.8885,52.90167
"2023-06-21 20:30:00",122,13.87883,21.75947,26.98665,0.8388331,60.19834
"2023-06-21 20:35:00",123,13.87802,21.42957,27.50511,0.7933334,53.11833
"2023-06-21 20:40:00",124,13.89268,21.37199,27.63624,0.9770001,46.99666
"2023-06-21 20:45:00",125,13.87842,21.19403,28.08674,0.8745,48.54833
"2023-06-21 20:50:00",126,13.87448,20.8784,28.61901,0.8398334,63.41668
"2023-06-21 20:55:00",127,13.89772,20.62262,29.08994,0.7103334,65.325
"2023-06-21 21:00:00",128,13.87427,20.43641,29.59063,0.4144999,48.42833
"2023-06-21 21:05:00",129,13.86981,20.25693,29.9714,0.4558334,104.5117
"2023-06-21 21:10:00",130,13.89299,20.02087,30.5018,0.5068334,187.2366
"2023-06-21 21:15:00",131,13.88468,19.81979,31.01114,0.5486667,234.825
"2023-06-21 21:20:00",132,13.8934,19.63727,31.26156,0.7425001,211.8517
"2023-06-21 21:25:00",133,13.88659,19.51235,31.47094,0.7659999,82.05
"2023-06-21 21:30:00",134,13.88425,19.47638,31.33271,1.032333,72.295
"2023-06-21 21:35:00",135,13.90273,19.32363,31.83755,0.9220001,95.57835
"2023-06-21 21:40:00",136,13.8826,19.18692,32.0455,0.8836667,34.82833
"2023-06-21 21:45:00",137,13.88117,19.27357,31.73569,1.1215,87.44667
"2023-06-21 21:50:00",138,13.88966,18.92726,32.77912,0.9808334,299.0749
"2023-06-21 21:55:00",139,13.89484,18.18955,34.68587,1.115667,291.615
"2023-06-21 22:00:00",140,13.88001,18.27486,34.1282,0.9541667,293.195
"2023-06-21 22:05:00",141,13.89369,18.33442,33.92297,1.040667,281.785
"2023-06-21 22:10:00",142,13.89187,18.58424,33.22161,1.339833,201.7583
"2023-06-21 22:15:00",143,13.90584,18.91459,32.40611,1.313833,92.99333
"2023-06-21 22:20:00",144,13.89547,18.84151,32.76925,1.088167,132.465
"2023-06-21 22:25:00",145,13.9292,18.56157,33.59157,0.9588334,105.9267
"2023-06-21 22:30:00",146,13.91695,18.48432,33.66865,0.8494998,29.45333
"2023-06-21 22:35:00",147,13.92627,18.4418,33.61536,0.6773335,37.5
"2023-06-21 22:40:00",148,13.9211,18.46132,33.36446,0.879,44.19667
"2023-06-21 22:45:00",149,13.92516,18.25415,34.16872,0.6678334,73.295
"2023-06-21 22:50:00",150,13.91728,17.89758,35.3339,0.5486667,243.4667
"2023-06-21 22:55:00",151,13.92983,17.64162,36.16824,0.5071667,202.3633
"2023-06-21 23:00:00",152,13.93927,17.51489,36.71286,0.3885,312.9384
"2023-06-21 23:05:00",153,13.92736,17.17402,37.69703,0.4261667,324.2083
"2023-06-21 23:10:00",154,13.93348,17.10065,38.03661,0.4105,303.4633
"2023-06-21 23:15:00",155,13.94077,17.03585,38.09393,0.5948333,299.1601
"2023-06-21 23:20:00",156,13.92769,17.01149,37.49224,0.6041667,321.3117
"2023-06-21 23:25:00",157,13.92709,16.85642,37.86742,0.3226667,314.1949
"2023-06-21 23:30:00",158,13.93857,16.8152,38.25849,0.385,323.2433
"2023-06-21 23:35:00",159,13.93297,16.71999,38.69058,0.3546667,328.5333
"2023-06-21 23:40:00",160,13.94631,17.01688,37.32856,0.7315,318.8267
"2023-06-21 23:45:00",161,13.01083,16.72712,38.0335,0.8766665,333.4867
"2023-06-21 23:50:00",162,12.5886,16.5675,38.36354,1.156333,336.2017
"2023-06-21 23:55:00",163,12.63985,16.85878,37.80138,0.9259999,327.6384
"2023-06-22 00:00:00",164,12.64349,16.62509,38.76923,0.9554999,333.5551
"2023-06-22 00:05:00",165,12.64159,16.37661,39.66661,0.9375001,330.7516
"2023-06-22 00:10:00",166,12.6522,16.4775,39.36949,1.0105,332.1767
"2023-06-22 00:15:00",167,12.64616,16.74329,38.47619,0.9778333,335.275
"2023-06-22 00:20:00",168,12.63656,16.98075,37.94767,1.014667,324.3166
"2023-06-22 00:25:00",169,12.62648,17.03522,37.8895,0.8883333,329.9884
"2023-06-22 00:30:00",170,12.61417,16.97213,38.33356,0.568,328.7784
"2023-06-22 00:35:00",171,12.6011,15.54465,43.47611,0.51,180.9216
"2023-06-22 00:40:00",172,12.58249,14.12416,47.48194,0.577,189.0767
"2023-06-22 00:45:00",173,12.56209,13.38236,48.75269,0.9098333,211.6867
"2023-06-22 00:50:00",174,13.07317,13.70226,48.03503,0.8498334,212.4417
"2023-06-22 00:55:00",175,13.94101,13.85245,47.15266,0.5798333,215.9
"2023-06-22 01:00:00",176,13.91547,13.96007,46.76747,0.4385,232.5583
"2023-06-22 01:05:00",177,13.9017,14.36198,46.36887,0.2781667,275.3533
"2023-06-22 01:10:00",178,13.91848,14.42033,46.77357,0.1156667,221.8435
"2023-06-22 01:15:00",179,13.95273,13.95321,47.8427,0.3861668,91.25837
"2023-06-22 01:20:00",180,13.98972,13.90482,47.64548,0.004166667,233.6667
"2023-06-22 01:25:00",181,13.98742,14.10524,47.40812,0.1285,184.8084
"2023-06-22 01:30:00",182,13.97401,14.1535,46.93414,0.3416667,245.5067
"2023-06-22 01:35:00",183,13.97964,14.65948,46.01412,0.6973334,293.5433
"2023-06-22 01:40:00",184,13.96574,14.71928,46.38987,0.5111668,302.9433
"2023-06-22 01:45:00",185,13.97789,14.81447,45.71924,0.2848334,276.7816
"2023-06-22 01:50:00",186,13.96681,14.18219,48.26179,0.3295,140.8417
"2023-06-22 01:55:00",187,13.96191,13.05409,51.54364,0.7325,179.1983
"2023-06-22 02:00:00",188,13.96192,12.27855,53.24785,0.6681667,182.5667
