"TOA5","CR200test","CR200X","No_SN","CR200X.Std.02","RMyoungFinalProgram2021_cr200.CR2","36029","TableMin"
"TIMESTAMP","RECORD","BattV_Avg","AirTC_Avg","RH_Avg","WSpeed_Avg","WDir_Avg"
"TS","RN","Volts","Deg C","%","meters/sec","degrees"
"","","Avg","Avg","Avg","Avg","Avg"
"2023-04-12 23:05:00",2122298185,12.7073,21.92889,77.0465,0.4339999,204.0683
"2023-04-12 23:10:00",2122298186,13.80431,22.15669,76.938,0.6046667,299.1183
"2023-04-12 23:15:00",2122298187,13.99746,22.37392,75.20994,0.4285,113.6483
"2023-04-12 23:20:00",2122298188,14.00314,22.23773,74.92329,0.3615,63.99168
"2023-04-12 23:25:00",2122298189,14.00156,22.02481,74.76797,0.4448333,57.54333
"2023-04-12 23:30:00",2122298190,14.00265,22.02967,74.89989,0.7768334,34.21
"2023-04-12 23:35:00",2122298191,13.95886,21.87577,75.33234,0.8198335,31.36167
"2023-04-12 23:40:00",2122298192,13.96057,21.75561,77.07881,1.007833,49.675
"2023-04-12 23:45:00",2122298193,13.95038,21.84734,77.59523,1.064833,46.83334
"2023-04-12 23:50:00",2122298194,13.965,21.95351,77.768,1.0035,111.3467
"2023-04-12 23:55:00",2122298195,13.96465,22.36511,76.7961,1.104,337.0117
"2023-04-13 00:00:00",2122298196,13.97202,22.51144,74.07012,1.1875,242.5216
"2023-04-13 00:05:00",2122298197,13.96615,22.10425,77.28793,0.9756666,39.05334
"2023-04-13 00:10:00",2122298198,13.96534,21.78313,78.35105,1.0735,99.96667
"2023-04-13 00:15:00",2122298199,13.97277,21.85217,78.97873,1.233,256.8783
"2023-04-13 00:20:00",2122298200,13.96748,21.98954,78.08598,1.061667,249.1467
"2023-04-13 00:25:00",2122298201,13.9579,22.13498,76.96157,0.9785001,92.40667
"2023-04-13 00:30:00",2122298202,13.97361,21.98121,77.09859,1.171,21.84834
"2023-04-13 00:35:00",2122298203,13.97851,21.37354,79.12394,1.0845,54.94
"2023-04-13 00:40:00",2122298204,13.96183,21.18917,81.03471,1.059833,30.68332
"2023-04-13 00:45:00",2122298205,13.97073,21.58526,80.03119,1.140333,140.6734
"2023-04-13 00:50:00",2122298206,13.97133,21.79954,78.89146,1.061667,39.67333
"2023-04-13 00:55:00",2122298207,13.95807,22.09138,76.19155,1.300833,43.93166
"2023-04-13 01:00:00",2122298208,13.99398,21.89175,76.02675,1.256333,47.75333
"2023-04-13 01:05:00",2122298209,14.00484,21.54244,77.90354,1.150667,41.53499
"2023-04-13 01:10:00",2122298210,13.98408,21.25035,79.65643,1.315,37.33167
"2023-04-13 01:15:00",2122298211,13.98746,21.36964,78.28436,1.385667,43.755
"2023-04-13 01:20:00",2122298212,13.99587,20.9059,79.72875,1.0695,90.74332
"2023-04-13 01:25:00",2122298213,13.99657,20.98884,81.36768,1.277166,323.1983
"2023-04-13 01:30:00",2122298214,13.99848,21.52906,78.76169,1.280333,95.515
"2023-04-13 01:35:00",2122298215,14.01565,21.6404,78.37601,1.564667,27.79
"2023-04-13 01:40:00",2122298216,14.02561,21.42571,77.95169,1.561333,51.27501
"2023-04-13 01:45:00",2122298217,14.02853,21.04918,78.71965,1.5705,51.18166
"2023-04-13 01:50:00",2122298218,14.03792,20.93097,79.93976,1.547834,23.16333
"2023-04-13 01:55:00",2122298219,14.02385,21.00495,79.56456,1.630666,20.825
"2023-04-13 02:00:00",2122298220,14.02249,20.90813,79.94139,1.534333,36.88666
"2023-04-13 02:05:00",2122298221,14.0593,20.62967,80.86489,1.298666,31.23334
"2023-04-13 02:10:00",2122298222,14.03212,20.38086,81.94703,1.411667,36.20667
"2023-04-13 02:15:00",2122298223,14.02026,20.20852,82.38359,1.446666,36.02499
"2023-04-13 02:20:00",2122298224,14.01633,20.04125,83.1433,1.6585,26.08
"2023-04-13 02:25:00",2122298225,14.05227,20.1023,83.00722,1.5775,24.93167
"2023-04-13 02:30:00",2122298226,14.02999,20.21402,82.85501,1.491167,34.79
"2023-04-13 02:35:00",2122298227,14.03476,20.13216,82.85173,1.384833,31.42167
"2023-04-13 02:40:00",2122298228,14.03293,19.99833,83.64462,1.294833,37.55165
"2023-04-13 02:45:00",2122298229,14.02301,19.85141,84.38959,1.283,27.51167
"2023-04-13 02:50:00",2122298230,14.03741,19.90393,84.30362,1.408833,27.14334
"2023-04-13 02:55:00",2122298231,14.03656,19.90333,84.52818,1.698167,35.39833
"2023-04-13 03:00:00",2122298232,14.04801,20.2853,83.74562,1.896834,33.05167
"2023-04-13 03:05:00",2122298233,13.56206,20.79549,81.6939,2.059,43.56
"2023-04-13 03:10:00",2122298234,12.85876,21.01194,80.67187,1.8725,23.11
"2023-04-13 03:15:00",2122298235,12.80837,20.94102,80.85909,2.041833,45.80834
"2023-04-13 03:20:00",2122298236,12.79186,21.00732,80.44973,2.031167,50.16668
"2023-04-13 03:25:00",2122298237,12.78125,21.19084,79.91738,2.251167,28.38834
"2023-04-13 03:30:00",2122298238,12.77605,21.31325,79.08741,2.541666,31.14833
"2023-04-13 03:35:00",2122298239,12.77055,21.28046,78.98949,2.5615,51.53833
"2023-04-13 03:40:00",2122298240,12.76552,21.06544,79.84208,2.341667,24.405
"2023-04-13 03:45:00",2122298241,12.75615,20.88572,80.60546,2.312167,49.58334
"2023-04-13 03:50:00",2122298242,12.75092,20.89348,80.98344,2.598,30.86333
"2023-04-13 03:55:00",2122298243,12.73863,20.89753,80.82721,2.243833,53.96833
"2023-04-13 04:00:00",2122298244,12.72561,20.70703,81.35026,2.257,11.26167
"2023-04-13 04:05:00",2122298245,12.71012,20.42802,82.30904,2.248167,23.705
"2023-04-13 04:10:00",2122298246,12.69482,20.41711,82.52612,2.171667,33.54666
"2023-04-13 04:15:00",2122298247,12.67912,20.30577,82.87108,1.991,39.875
"2023-04-13 04:20:00",2122298248,12.66357,20.32541,83.01286,2.193833,49.92333
"2023-04-13 04:25:00",2122298249,12.65034,20.46667,82.63152,2.260333,24.48167
"2023-04-13 04:30:00",2122298250,12.64223,20.50775,82.20199,1.952,44.12334
"2023-04-13 04:35:00",2122298251,12.63558,20.09868,83.28365,1.3935,36.955
"2023-04-13 04:40:00",2122298252,12.63074,19.68321,84.3515,1.4975,38.77333
"2023-04-13 04:45:00",2122298253,12.62514,19.45921,85.20121,1.5705,29.82
"2023-04-13 04:50:00",2122298254,12.61943,19.41182,85.72011,1.628166,27.75166
"2023-04-13 04:55:00",2122298255,12.61717,19.59378,85.58047,1.935833,29.285
"2023-04-13 05:00:00",2122298256,12.61095,19.60197,84.86478,1.7255,33.46666
"2023-04-13 05:05:00",2122298257,12.60842,19.77271,85.03286,1.769667,37.70667
"2023-04-13 05:10:00",2122298258,12.60369,20.27286,84.11216,2.182333,51.72499
"2023-04-13 05:15:00",2122298259,12.59803,20.79651,81.84335,2.087667,29.225
"2023-04-13 05:20:00",2122298260,12.59336,20.70776,81.96899,2.170667,54.35999
"2023-04-13 05:25:00",2122298261,12.5868,20.72556,82.08981,2.306667,28.01834
"2023-04-13 05:30:00",2122298262,12.58226,20.78562,82.27703,2.7065,35.65833
"2023-04-13 05:35:00",2122298263,12.57397,20.74576,82.56448,2.751667,25.03333
"2023-04-13 05:40:00",2122298264,12.56626,20.70855,83.02541,2.809,46.23999
"2023-04-13 05:45:00",2122298265,12.55875,20.778,83.69674,2.701,64.13
"2023-04-13 05:50:00",2122298266,12.55032,20.8598,83.7298,2.9805,31.43334
"2023-04-13 05:55:00",2122298267,12.5415,20.87313,83.66416,2.8565,31.48166
"2023-04-13 06:00:00",2122298268,12.5303,20.73992,84.11977,2.492,22.22166
"2023-04-13 06:05:00",2122298269,12.51695,20.73935,84.35498,2.946667,19.64
"2023-04-13 06:10:00",2122298270,12.50522,20.82727,84.05117,2.902333,43.42833
