Date,CO (ppm),O3 (ppb),PM2.5 (ug/m3),RECORD,WSpeed_Max,WSpeed_S_WVT,WDir_D1_WVT,WDir_SD1_WVT,Temp_Avg,AirTC_Avg,RH,Rain_mm_Tot,BattV_Min,Temp_Max,Temp_Min,AirTC_Max,AirTC_Min,RH_Max,RH_Min,BattV_Avg,RH_Avg,WSpeed_Avg,WDir_Avg,BattV
2023-03-16T15:15:00Z,0.67886,48.36548,18.2066,51039,NA,NA,NA,NA,NA,34.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.75,1.478,187.5,13.41
2023-03-16T15:20:00Z,0.67886,41.82896,17.3498,51040,NA,NA,NA,NA,NA,34.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.76,1.554,203.5,13.43
2023-03-16T15:25:00Z,0.64314,37.73144,18.278,51041,NA,NA,NA,NA,NA,34.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.57,2.278,150.6,13.44
2023-03-16T15:30:00Z,0.60742,34.19489,18.7064,51042,NA,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.25,1.793,116.4,13.47
2023-03-16T15:35:00Z,0.661,36.02414,18.063799999999997,51043,NA,NA,NA,NA,NA,34.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.37,2.402,117.5,13.49
2023-03-16T15:40:00Z,0.661,39.19484,31.629800000000003,51044,NA,NA,NA,NA,NA,33.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,2.129,115,13.48
2023-03-16T15:45:00Z,0.5895600000000001,40.38995,17.064199999999996,51045,NA,NA,NA,NA,NA,33.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.95,1.324,103.8,13.51
2023-03-16T15:50:00Z,0.661,37.60949,20.3486,51046,NA,NA,NA,NA,NA,33.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.09,1.141,108.2,13.5
2023-03-16T15:55:00Z,0.64314,36.31682,32.129599999999996,51047,NA,NA,NA,NA,NA,33.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48,1.07,119.9,13.53
2023-03-16T16:00:00Z,0.60742,35.536339999999996,24.9182,51048,NA,NA,NA,NA,NA,33.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.15,1.479,114.5,13.85
2023-03-16T16:05:00Z,0.51812,39.2924,13.351399999999998,51049,NA,NA,NA,NA,NA,33.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.93,1.187,145.5,13.56
2023-03-16T16:10:00Z,0.8038799999999999,33.51197,36.128,51050,NA,NA,NA,NA,NA,34.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.09,1.4,112.2,13.56
2023-03-16T16:15:00Z,0.8395999999999999,12.9512,31.4156,51051,NA,NA,NA,NA,NA,34.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63,1.301,142.2,13.56
2023-03-16T16:20:00Z,0.67886,16.804820000000003,38.7698,51052,NA,NA,NA,NA,NA,34.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.23,2.129,136,13.53
2023-03-16T16:25:00Z,0.661,26.24375,47.4092,51053,NA,NA,NA,NA,NA,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,2.011,109.4,13.52
2023-03-16T16:30:00Z,0.64314,26.1218,61.5464,51054,NA,NA,NA,NA,NA,33.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.47,2.026,108.1,13.81
2023-03-16T16:35:00Z,0.64314,26.26814,51.9074,51055,NA,NA,NA,NA,NA,33.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.73,1.433,102.6,13.53
2023-03-16T16:40:00Z,0.46454000000000006,32.68271,20.2058,51056,NA,NA,NA,NA,NA,33.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.73,1.668,83.8,13.53
2023-03-16T16:45:00Z,0.42882,36.17048,23.0618,51057,NA,NA,NA,NA,NA,33.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.45,1.198,84.4,13.56
2023-03-16T16:50:00Z,0.4466800000000001,37.87778,38.983999999999995,51058,NA,NA,NA,NA,NA,33.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.67,1.031,93.2,13.56
2023-03-16T16:55:00Z,0.3931,43.82894,15.6362,51059,NA,NA,NA,NA,NA,33.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.13,1.391,119.6,13.88
2023-03-16T17:00:00Z,0.3931,43.56065,14.8508,51060,NA,NA,NA,NA,NA,33.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.76,2.032,146.3,13.55
2023-03-16T17:05:00Z,0.35738000000000003,43.072849999999995,27.0602,51061,NA,NA,NA,NA,NA,33.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.82,1.613,124.8,13.79
2023-03-16T17:10:00Z,0.2680800000000001,45.46307,14.493799999999998,51062,NA,NA,NA,NA,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.67,1.244,101.2,13.58
2023-03-16T17:15:00Z,0.23236000000000004,50.36546,9.5672,51063,NA,NA,NA,NA,NA,33.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11,1.317,110.3,13.58
2023-03-16T17:20:00Z,0.23236000000000004,52.53617,9.1388,51064,NA,NA,NA,NA,NA,33.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29,1.889,112.3,13.58
2023-03-16T17:25:00Z,0.17878000000000002,51.70691000000001,9.7814,51065,NA,NA,NA,NA,NA,33.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82,1.309,103.6,13.57
2023-03-16T17:30:00Z,0.14306,52.60934,10.1384,51066,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.92,1.312,112.5,13.6
2023-03-16T17:35:00Z,0.1252,54.12152,7.6394,51067,NA,NA,NA,NA,NA,32.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74,0.941,106.1,13.83
2023-03-16T17:40:00Z,0.1252,54.26786,6.7826,51068,NA,NA,NA,NA,NA,32.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.13,1.466,106,13.6
2023-03-16T17:45:00Z,0.16091999999999998,50.90204,9.0674,51069,NA,NA,NA,NA,NA,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.52,1.117,110,13.58
2023-03-16T17:50:00Z,0.1252,51.34106,8.995999999999999,51070,NA,NA,NA,NA,NA,32.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.96,1.18,113.5,13.66
2023-03-16T17:55:00Z,0.1252,49.877660000000006,8.2106,51071,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.93,1.251,106.3,13.61
2023-03-16T18:00:00Z,0.08947999999999998,48.24353,7.282399999999999,51072,NA,NA,NA,NA,NA,31.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.81,1.034,114.6,13.64
2023-03-16T18:05:00Z,0.07161999999999999,48.46304,6.14,51073,NA,NA,NA,NA,NA,31.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.12,1.062,116.8,13.63
2023-03-16T18:10:00Z,0.07161999999999999,49.60937,7.3538,51074,NA,NA,NA,NA,NA,30.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.81,1.228,116.4,13.66
2023-03-16T18:15:00Z,0.07161999999999999,46.95086,7.7822,51075,NA,NA,NA,NA,NA,30.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.59,1.105,116.3,14.01
2023-03-16T18:20:00Z,0.07161999999999999,49.34108,8.7818,51076,NA,NA,NA,NA,NA,30.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83,1.064,115,13.68
2023-03-16T18:25:00Z,0.10734000000000002,53.12153000000001,8.8532,51077,NA,NA,NA,NA,NA,30.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.27,0.802,106,13.67
2023-03-16T18:30:00Z,0.1252,52.12154,9.2102,51078,NA,NA,NA,NA,NA,30.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.43,0.97,118.5,13.69
2023-03-16T18:35:00Z,0.1252,54.950779999999995,9.9956,51079,NA,NA,NA,NA,NA,29.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.52,1.022,120.1,14
2023-03-16T18:40:00Z,0.08947999999999998,55.633700000000005,8.924599999999998,51080,NA,NA,NA,NA,NA,29.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.67,1.287,124.6,13.71
2023-03-16T18:45:00Z,0.08947999999999998,53.07275,9.9242,51081,NA,NA,NA,NA,NA,29.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.78,1.232,125.1,13.71
2023-03-16T18:50:00Z,0.08947999999999998,52.53617,9.9242,51082,NA,NA,NA,NA,NA,29.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.53,1.16,127.3,13.7
2023-03-16T18:55:00Z,0.10734000000000002,52.36544000000001,11.2094,51083,NA,NA,NA,NA,NA,29.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.15,1.324,132.6,13.05
2023-03-16T19:00:00Z,0.1252,50.07278,10.4954,51084,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.15,1.396,140.3,12.91
2023-03-16T19:05:00Z,0.14306,52.07276,11.138,51085,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.27,1.284,133,12.9
2023-03-16T19:10:00Z,0.16091999999999998,51.2435,11.7806,51086,NA,NA,NA,NA,NA,28.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.95,1.437,140.6,12.9
2023-03-16T19:15:00Z,0.2145,53.53616000000001,13.28,51087,NA,NA,NA,NA,NA,28.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.93,1.458,139.4,12.9
2023-03-16T19:20:00Z,0.2145,54.56054,12.6374,51088,NA,NA,NA,NA,NA,28.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.71,1.239,138.4,12.9
2023-03-16T19:25:00Z,0.23236000000000004,54.902,14.8508,51089,NA,NA,NA,NA,NA,28.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22,1.237,136.1,12.9
2023-03-16T19:30:00Z,0.25022,55.633700000000005,12.566,51090,NA,NA,NA,NA,NA,28.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,1.283,138.6,12.9
2023-03-16T19:35:00Z,0.2680800000000001,55.43858,12.566,51091,NA,NA,NA,NA,NA,28.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.73,1.494,136.5,12.9
2023-03-16T19:40:00Z,0.33952000000000004,56.48734999999999,11.9948,51092,NA,NA,NA,NA,NA,27.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.32,1.471,130.7,12.89
2023-03-16T19:45:00Z,0.30379999999999996,57.70685,11.923400000000001,51093,NA,NA,NA,NA,NA,27.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.31,1.777,131.2,12.88
2023-03-16T19:50:00Z,0.32166000000000006,58.60928,11.923400000000001,51094,NA,NA,NA,NA,NA,27.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.33,1.753,141,12.88
2023-03-16T19:55:00Z,0.28593999999999997,54.99956,13.2086,51095,NA,NA,NA,NA,NA,27.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.25,1.776,140.5,12.87
2023-03-16T20:00:00Z,0.30379999999999996,52.07276,14.7794,51096,NA,NA,NA,NA,NA,27.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.14,1.649,132.3,12.87
2023-03-16T20:05:00Z,0.2680800000000001,56.09711,12.209,51097,NA,NA,NA,NA,NA,27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.94,1.807,131.6,12.86
2023-03-16T20:10:00Z,0.2680800000000001,55.90199,12.708799999999998,51098,NA,NA,NA,NA,NA,27.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.47,1.795,134.8,12.86
2023-03-16T20:15:00Z,0.2680800000000001,57.0971,12.0662,51099,NA,NA,NA,NA,NA,27.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.57,2.105,132.2,12.84
2023-03-16T20:20:00Z,0.2680800000000001,55.65809,12.2804,51100,NA,NA,NA,NA,NA,27.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.14,1.988,129.1,12.84
2023-03-16T20:25:00Z,0.2680800000000001,58.0727,12.494599999999998,51101,NA,NA,NA,NA,NA,27.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.96,1.767,129.4,12.83
2023-03-16T20:30:00Z,0.2680800000000001,55.53614,12.423199999999998,51102,NA,NA,NA,NA,NA,27.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.07,1.455,116.3,12.82
2023-03-16T20:35:00Z,0.25022,55.950770000000006,11.852,51103,NA,NA,NA,NA,NA,26.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.72,1.299,114.2,12.82
2023-03-16T20:40:00Z,0.25022,53.243480000000005,11.2808,51104,NA,NA,NA,NA,NA,26.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.05,1.647,114.4,12.81
2023-03-16T20:45:00Z,0.25022,52.31666,12.0662,51105,NA,NA,NA,NA,NA,26.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.57,1.614,121.6,12.8
2023-03-16T20:50:00Z,0.2680800000000001,51.292280000000005,10.709599999999998,51106,NA,NA,NA,NA,NA,26.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.78,1.351,118.9,12.78
2023-03-16T20:55:00Z,0.2680800000000001,49.56059,11.2094,51107,NA,NA,NA,NA,NA,26.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.34,1.619,114.9,13.94
2023-03-16T21:00:00Z,0.23236000000000004,50.536190000000005,10.8524,51108,NA,NA,NA,NA,NA,26.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.03,1.677,117.1,14.07
2023-03-16T21:05:00Z,0.25022,48.53621,11.852,51109,NA,NA,NA,NA,NA,26.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.54,1.727,122,13.72
2023-03-16T21:10:00Z,0.23236000000000004,50.80448,10.8524,51110,NA,NA,NA,NA,NA,26.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.86,1.496,109.2,13.71
2023-03-16T21:15:00Z,0.23236000000000004,47.36549,11.7806,51111,NA,NA,NA,NA,NA,25.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.87,1.336,106.9,14.11
2023-03-16T21:20:00Z,0.23236000000000004,48.78011,10.781,51112,NA,NA,NA,NA,NA,25.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.37,1.545,99.4,13.74
2023-03-16T21:25:00Z,0.23236000000000004,48.73133,11.2094,51113,NA,NA,NA,NA,NA,25.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.64,1.745,110.5,14.12
2023-03-16T21:30:00Z,0.23236000000000004,44.56064000000001,12.922999999999998,51114,NA,NA,NA,NA,NA,25.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.04,2.135,123.7,13.77
2023-03-16T21:35:00Z,0.25022,45.34112,13.9226,51115,NA,NA,NA,NA,NA,25.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.89,1.919,117.9,14.08
2023-03-16T21:40:00Z,0.2680800000000001,44.21918,13.8512,51116,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.66,1.881,115.5,13.78
2023-03-16T21:45:00Z,0.23236000000000004,46.07282,14.6366,51117,NA,NA,NA,NA,NA,25.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.72,1.967,116.5,13.78
2023-03-16T21:50:00Z,0.23236000000000004,45.24356,14.922199999999998,51118,NA,NA,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.26,1.932,117.9,14.12
2023-03-16T21:55:00Z,0.2145,48.04841,11.7092,51119,NA,NA,NA,NA,NA,24.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.12,1.991,115.9,13.79
2023-03-16T22:00:00Z,0.2145,46.70696,12.8516,51120,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.51,1.998,117.3,13.79
2023-03-16T22:05:00Z,0.2145,42.97529,11.9948,51121,NA,NA,NA,NA,NA,24.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.35,2.111,120.4,14.15
2023-03-16T22:10:00Z,0.19663999999999995,42.63383,12.494599999999998,51122,NA,NA,NA,NA,NA,24.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.19,2.103,122.9,14.15
2023-03-16T22:15:00Z,0.19663999999999995,44.24357,13.1372,51123,NA,NA,NA,NA,NA,24.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.56,1.567,115,13.83
2023-03-16T22:20:00Z,0.17878000000000002,40.82897,12.0662,51124,NA,NA,NA,NA,NA,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.68,1.438,104.3,13.83
2023-03-16T22:25:00Z,0.17878000000000002,40.9997,13.351399999999998,51125,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.47,1.302,115.8,13.82
2023-03-16T22:30:00Z,0.16091999999999998,41.072869999999995,13.351399999999998,51126,NA,NA,NA,NA,NA,24.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.75,1.41,102.9,13.82
2023-03-16T22:35:00Z,0.16091999999999998,41.53628,13.351399999999998,51127,NA,NA,NA,NA,NA,24.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.79,1.614,104.8,13.83
2023-03-16T22:40:00Z,0.16091999999999998,39.07289,13.637,51128,NA,NA,NA,NA,NA,24.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,1.619,115.3,13.83
2023-03-16T22:45:00Z,0.14306,38.3168,13.5656,51129,NA,NA,NA,NA,NA,24.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.39,1.955,135.7,13.83
2023-03-16T22:50:00Z,0.14306,38.48753,13.8512,51130,NA,NA,NA,NA,NA,24.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.31,1.912,116.3,13.82
2023-03-16T22:55:00Z,0.1252,40.5119,12.7802,51131,NA,NA,NA,NA,NA,24.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.94,1.931,124.1,13.82
2023-03-16T23:00:00Z,0.1252,41.41433,13.28,51132,NA,NA,NA,NA,NA,24.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.29,2.031,118.5,14.17
2023-03-16T23:05:00Z,0.10734000000000002,39.26801,12.7802,51133,NA,NA,NA,NA,NA,24.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.16,2.018,119.7,13.86
2023-03-16T23:10:00Z,0.10734000000000002,37.07291,13.2086,51134,NA,NA,NA,NA,NA,24.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.81,2.501,127.2,13.85
2023-03-16T23:15:00Z,0.16091999999999998,37.829,12.1376,51135,NA,NA,NA,NA,NA,24.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.03,2.231,126.5,13.85
2023-03-16T23:20:00Z,0.55384,32.12174,12.2804,51136,NA,NA,NA,NA,NA,23.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.19,2.037,129.2,14.21
2023-03-16T23:25:00Z,0.50026,34.68269,11.9948,51137,NA,NA,NA,NA,NA,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.92,1.546,114.1,13.85
2023-03-16T23:30:00Z,0.4466800000000001,32.02418,13.1372,51138,NA,NA,NA,NA,NA,23.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.94,1.626,118.2,13.85
2023-03-16T23:35:00Z,0.4824000000000001,29.951030000000003,13.637,51139,NA,NA,NA,NA,NA,23.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,1.451,117.2,13.85
2023-03-16T23:40:00Z,0.60742,20.292590000000004,13.494199999999998,51140,NA,NA,NA,NA,NA,23.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,0.93,115.1,13.84
2023-03-16T23:45:00Z,0.30379999999999996,16.804820000000003,13.4228,51141,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,1.354,121.5,13.85
2023-03-16T23:50:00Z,0.14306,9.414649999999998,14.1368,51142,NA,NA,NA,NA,NA,23.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,1.72,127.3,14.2
2023-03-16T23:55:00Z,0.19663999999999995,4.487870000000001,13.351399999999998,51143,NA,NA,NA,NA,NA,23.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,1.735,126.1,13.89
2023-03-17T00:00:00Z,0.25022,12.53657,14.8508,51144,NA,NA,NA,NA,NA,23.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,1.936,123.6,13.88
2023-03-17T00:05:00Z,0.2145,11.46341,15.9218,51145,NA,NA,NA,NA,NA,23.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,1.699,122.9,13.87
2023-03-17T00:10:00Z,0.33952000000000004,23.24378,15.9218,51146,NA,NA,NA,NA,NA,23.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,1.77,115.8,13.88
2023-03-17T00:15:00Z,0.28593999999999997,25.26815,17.4926,51147,NA,NA,NA,NA,NA,23.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,1.71,131.4,13.87
2023-03-17T00:20:00Z,0.4466800000000001,31.26809,18.1352,51148,NA,NA,NA,NA,NA,23.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,1.827,133.8,14.21
2023-03-17T00:25:00Z,0.37524,24.56084,17.4212,51149,NA,NA,NA,NA,NA,23.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,1.972,131.6,14.19
2023-03-17T00:30:00Z,0.14306,18.34139,16.9214,51150,NA,NA,NA,NA,NA,23.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,1.702,134.7,13.87
2023-03-17T00:35:00Z,0.30379999999999996,21.85355,17.3498,51151,NA,NA,NA,NA,NA,23.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9,1.475,125.1,13.87
2023-03-17T00:40:00Z,0.7860199999999999,24.902299999999997,18.063799999999997,51152,NA,NA,NA,NA,NA,23.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,1.255,129.6,14.19
2023-03-17T00:45:00Z,0.4466800000000001,20.04869,17.635399999999997,51153,NA,NA,NA,NA,NA,23.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,1.238,120.2,13.87
2023-03-17T00:50:00Z,0.3931,26.70716,38.983999999999995,51154,NA,NA,NA,NA,NA,23.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7,1.178,117.6,13.87
2023-03-17T00:55:00Z,0.5717000000000001,21.31697,32.4866,51155,NA,NA,NA,NA,NA,22.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.2,0.775,124.3,13.01
2023-03-17T01:00:00Z,0.4466800000000001,27.14618,17.9924,51156,NA,NA,NA,NA,NA,22.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2,1.313,122.3,12.87
2023-03-17T01:05:00Z,0.50026,28.536410000000004,17.4212,51157,NA,NA,NA,NA,NA,22.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,1.244,119.2,12.86
2023-03-17T01:10:00Z,0.4824000000000001,28.755920000000003,16.7786,51158,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,1.564,123.8,12.85
2023-03-17T01:15:00Z,0.5895600000000001,28.804700000000004,22.7048,51159,NA,NA,NA,NA,NA,22.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7,1.618,130.1,12.85
2023-03-17T01:20:00Z,0.42882,21.536479999999997,34.7714,51160,NA,NA,NA,NA,NA,22.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9,1.644,121.9,12.84
2023-03-17T01:25:00Z,0.37524,23.95109,18.1352,51161,NA,NA,NA,NA,NA,22.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,1.551,122.5,12.85
2023-03-17T01:30:00Z,0.33952000000000004,18.829190000000004,16.7786,51162,NA,NA,NA,NA,NA,22.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,1.536,129.6,12.84
2023-03-17T01:35:00Z,0.4824000000000001,17.707250000000002,16.9214,51163,NA,NA,NA,NA,NA,22.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1,1.758,130.5,12.83
2023-03-17T01:40:00Z,0.8753200000000001,18.024320000000003,17.564,51164,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,1.63,125.1,12.83
2023-03-17T01:45:00Z,1.1075000000000002,17.63408,17.7782,51165,NA,NA,NA,NA,NA,22.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,1.687,115.2,12.82
2023-03-17T01:50:00Z,1.12536,19.92674,18.7778,51166,NA,NA,NA,NA,NA,22.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,1.906,115.1,12.8
2023-03-17T01:55:00Z,1.00034,20.09747,18.2066,51167,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,1.891,112.6,12.79
2023-03-17T02:00:00Z,1.1075000000000002,17.80481,33.1292,51168,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.3,1.505,117.5,12.77
2023-03-17T02:05:00Z,1.08964,17.195059999999998,20.4914,51169,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,1.401,81.9,12.74
2023-03-17T02:10:00Z,1.05392,16.73165,35.771,51170,NA,NA,NA,NA,NA,22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,1.334,69.93,12.72
2023-03-17T02:15:00Z,1.12536,16.19507,44.4104,51171,NA,NA,NA,NA,NA,22.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,1.362,65.57,12.7
2023-03-17T02:20:00Z,1.33968,16.34141,21.2768,51172,NA,NA,NA,NA,NA,22.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2,0.773,72.75,12.68
2023-03-17T02:25:00Z,1.05392,19.14626,19.420399999999997,51173,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,0.691,123.5,12.67
2023-03-17T02:30:00Z,1.05392,16.804820000000003,20.42,51174,NA,NA,NA,NA,NA,21.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1,0.391,124.1,12.65
