Date,CO (ppm),O3 (ppb),PM2.5 (ug/m3),RECORD,WSpeed_Max,WSpeed_S_WVT,WDir_D1_WVT,WDir_SD1_WVT,Temp_Avg,AirTC_Avg,RH,Rain_mm_Tot,BattV_Min,Temp_Max,Temp_Min,AirTC_Max,AirTC_Min,RH_Max,RH_Min,BattV_Avg,RH_Avg,WSpeed_Avg,WDir_Avg,BattV
2023-02-21T22:50:00Z,-0.03554000000000001,10.146350000000002,13.28,44506,NA,NA,NA,NA,NA,26.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.85,0.679,207.3,14.07
2023-02-21T22:55:00Z,-0.0534,12.097549999999998,13.4228,44507,NA,NA,NA,NA,NA,25.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.92,0.774,208.3,13.09
2023-02-21T23:00:00Z,-0.03554000000000001,16.09751,12.423199999999998,44508,NA,NA,NA,NA,NA,25.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.61,1.326,221.8,12.94
2023-02-21T23:05:00Z,-0.0534,15.17069,12.1376,44509,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.12,1.268,219.8,12.91
2023-02-21T23:10:00Z,-0.0534,14.4146,11.7806,44510,NA,NA,NA,NA,NA,25.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.88,1.3,218.5,12.89
2023-02-21T23:15:00Z,-0.01768000000000003,16.90238,10.709599999999998,44511,NA,NA,NA,NA,NA,25.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.68,1.059,217.5,12.87
2023-02-21T23:20:00Z,-0.03554000000000001,16.87799,11.2808,44512,NA,NA,NA,NA,NA,25.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.16,0.456,208.7,12.86
2023-02-21T23:25:00Z,-0.03554000000000001,18.34139,10.6382,44513,NA,NA,NA,NA,NA,25.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.01,0.381,198.3,12.84
2023-02-21T23:30:00Z,-0.0534,20.80478,10.8524,44514,NA,NA,NA,NA,NA,24.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,0.591,181.4,12.83
2023-02-21T23:35:00Z,-0.07126000000000002,22.2194,9.9242,44515,NA,NA,NA,NA,NA,24.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.51,0.735,180.4,12.82
2023-02-21T23:40:00Z,-0.0534,22.902320000000003,9.4244,44516,NA,NA,NA,NA,NA,24.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.78,0.538,193.8,12.81
2023-02-21T23:45:00Z,0.01804000000000002,25.634,9.9956,44517,NA,NA,NA,NA,NA,24.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.99,1.04,190.6,12.8
2023-02-21T23:50:00Z,-0.01768000000000003,27.024230000000003,8.995999999999999,44518,NA,NA,NA,NA,NA,25.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,2.059,170.7,12.8
2023-02-21T23:55:00Z,1.8000000000001e-4,27.53642,8.8532,44519,NA,NA,NA,NA,NA,24.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.74,1.656,155.7,12.79
2023-02-22T00:00:00Z,1.8000000000001e-4,27.268130000000006,10.2098,44520,NA,NA,NA,NA,NA,24.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.77,1.322,166.1,12.78
2023-02-22T00:05:00Z,0.05376,27.75593,9.4244,44521,NA,NA,NA,NA,NA,24.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.53,1.644,159.7,12.77
2023-02-22T00:10:00Z,0.07161999999999999,29.194940000000003,8.995999999999999,44522,NA,NA,NA,NA,NA,24.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.75,1.767,161.6,12.76
2023-02-22T00:15:00Z,0.07161999999999999,31.463210000000004,8.995999999999999,44523,NA,NA,NA,NA,NA,24.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.71,2.097,162.7,12.76
2023-02-22T00:20:00Z,0.08947999999999998,27.85349,8.4962,44524,NA,NA,NA,NA,NA,24.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.29,2.404,156.1,12.75
2023-02-22T00:25:00Z,0.07161999999999999,27.512030000000003,9.2816,44525,NA,NA,NA,NA,NA,23.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9,2.353,154,12.74
2023-02-22T00:30:00Z,0.08947999999999998,26.097410000000004,7.7822,44526,NA,NA,NA,NA,NA,23.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,3.051,148.3,12.74
2023-02-22T00:35:00Z,0.08947999999999998,30.85346,8.4248,44527,NA,NA,NA,NA,NA,23.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,2.963,147.4,12.73
2023-02-22T00:40:00Z,0.08947999999999998,29.65835,7.4251999999999985,44528,NA,NA,NA,NA,NA,23.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,3.61,136.3,12.73
2023-02-22T00:45:00Z,0.10734000000000002,25.21937,8.7818,44529,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,2.802,135,12.72
2023-02-22T00:50:00Z,0.05376,28.19495,8.3534,44530,NA,NA,NA,NA,NA,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,3.011,139.3,12.71
2023-02-22T00:55:00Z,0.07161999999999999,24.92669,7.6394,44531,NA,NA,NA,NA,NA,24.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,3.105,138.5,13.82
2023-02-22T01:00:00Z,0.08947999999999998,28.316900000000004,7.710799999999999,44532,NA,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,3.127,131.4,14.04
2023-02-22T01:05:00Z,0.10734000000000002,31.87784,7.2109999999999985,44533,NA,NA,NA,NA,NA,25.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,2.5,128.9,13.85
2023-02-22T01:10:00Z,0.05376,26.6096,7.2109999999999985,44534,NA,NA,NA,NA,NA,25.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,2.72,131.1,14.03
2023-02-22T01:15:00Z,0.08947999999999998,23.926700000000004,8.1392,44535,NA,NA,NA,NA,NA,25.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4,2.558,127,14.05
2023-02-22T01:20:00Z,0.08947999999999998,19.2926,7.3538,44536,NA,NA,NA,NA,NA,25.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,2.7,122.5,13.82
2023-02-22T01:25:00Z,0.08947999999999998,23.26817,6.14,44537,NA,NA,NA,NA,NA,25.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,2.513,123.9,13.83
2023-02-22T01:30:00Z,0.08947999999999998,31.12175,5.7829999999999995,44538,NA,NA,NA,NA,NA,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,2.175,116.9,13.84
2023-02-22T01:35:00Z,0.08947999999999998,33.146119999999996,5.711599999999999,44539,NA,NA,NA,NA,NA,25.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,2.309,130.9,13.81
2023-02-22T01:40:00Z,0.07161999999999999,33.63392,5.997199999999999,44540,NA,NA,NA,NA,NA,24.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,2.179,122.8,13.82
2023-02-22T01:45:00Z,0.07161999999999999,31.17053,6.0686,44541,NA,NA,NA,NA,NA,24.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,2.051,122,14.05
2023-02-22T01:50:00Z,0.08947999999999998,30.68273,6.4256,44542,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,2.245,116.9,13.81
2023-02-22T01:55:00Z,0.07161999999999999,27.63398,7.710799999999999,44543,NA,NA,NA,NA,NA,24.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,1.851,117.1,14.03
2023-02-22T02:00:00Z,0.07161999999999999,25.48766,7.710799999999999,44544,NA,NA,NA,NA,NA,24.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,2.321,115.9,13.81
2023-02-22T02:05:00Z,0.07161999999999999,30.658339999999995,7.1396,44545,NA,NA,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,2.072,114.7,13.81
2023-02-22T02:10:00Z,0.05376,35.70707,7.282399999999999,44546,NA,NA,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3,2.203,121.8,13.81
2023-02-22T02:15:00Z,0.03589999999999996,34.390010000000004,6.3542,44547,NA,NA,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,2.155,121.6,13.81
2023-02-22T02:20:00Z,0.05376,32.99978,6.5684000000000005,44548,NA,NA,NA,NA,NA,24.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2.622,119.9,13.81
2023-02-22T02:25:00Z,0.05376,33.60953,6.4256,44549,NA,NA,NA,NA,NA,24.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8,2.122,114,13.81
2023-02-22T02:30:00Z,0.07161999999999999,31.29248,5.711599999999999,44550,NA,NA,NA,NA,NA,24.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,1.981,117.7,13.98
2023-02-22T02:35:00Z,0.01804000000000002,34.53635,6.14,44551,NA,NA,NA,NA,NA,24.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,2.488,107.9,14.1
2023-02-22T02:40:00Z,0.07161999999999999,34.51196,7.2109999999999985,44552,NA,NA,NA,NA,NA,24.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,2.356,117.7,14.05
2023-02-22T02:45:00Z,0.05376,33.755869999999994,7.924999999999999,44553,NA,NA,NA,NA,NA,24.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,2.242,119.7,13.85
2023-02-22T02:50:00Z,0.07161999999999999,33.78026,6.7826,44554,NA,NA,NA,NA,NA,24.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,2.105,124.5,13.85
2023-02-22T02:55:00Z,0.08947999999999998,29.292500000000004,7.1396,44555,NA,NA,NA,NA,NA,24.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9,2.223,122.7,13.84
2023-02-22T03:00:00Z,0.08947999999999998,32.12174,7.7822,44556,NA,NA,NA,NA,NA,24.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,2.941,123.3,13.84
2023-02-22T03:05:00Z,0.03589999999999996,32.14613000000001,5.7829999999999995,44557,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8,2.488,118.1,13.84
2023-02-22T03:10:00Z,-0.03554000000000001,32.39003,7.496599999999999,44558,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,2.367,126.2,13.84
2023-02-22T03:15:00Z,-0.01768000000000003,32.2193,7.568,44559,NA,NA,NA,NA,NA,24.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7,2.429,114.2,13.85
2023-02-22T03:20:00Z,0.03589999999999996,34.92659,7.4251999999999985,44560,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,3.178,115.3,14.06
2023-02-22T03:25:00Z,0.01804000000000002,34.78025,6.6398,44561,NA,NA,NA,NA,NA,25.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8,2.923,115.1,13.85
2023-02-22T03:30:00Z,1.8000000000001e-4,36.09731,6.3542,44562,NA,NA,NA,NA,NA,24.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8,2.566,120.4,13.85
2023-02-22T03:35:00Z,0.01804000000000002,37.41437,8.282,44563,NA,NA,NA,NA,NA,24.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7,2.321,108.9,13.85
2023-02-22T03:40:00Z,-0.03554000000000001,36.99974,5.997199999999999,44564,NA,NA,NA,NA,NA,24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1,2.402,114.7,13.85
2023-02-22T03:45:00Z,-0.03554000000000001,37.12169,5.5688,44565,NA,NA,NA,NA,NA,24.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7,3.013,112.1,13.85
2023-02-22T03:50:00Z,-0.08912,41.41433,6.854,44566,NA,NA,NA,NA,NA,24.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,2.346,115.3,13.85
2023-02-22T03:55:00Z,-0.0534,39.0485,6.2828,44567,NA,NA,NA,NA,NA,24.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,2.224,109.6,13.86
2023-02-22T04:00:00Z,1.8000000000001e-4,37.04852,5.4974,44568,NA,NA,NA,NA,NA,24.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,2.565,124.3,13.85
2023-02-22T04:05:00Z,-0.01768000000000003,37.12169,5.211799999999999,44569,NA,NA,NA,NA,NA,24.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,1.96,115.5,13.85
2023-02-22T04:10:00Z,-0.01768000000000003,37.0973,5.069,44570,NA,NA,NA,NA,NA,24.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,2.456,114.8,13.87
2023-02-22T04:15:00Z,-0.03554000000000001,36.04853,7.1396,44571,NA,NA,NA,NA,NA,24.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6,2.022,110.2,13.87
2023-02-22T04:20:00Z,-0.08912,35.17049,5.5688,44572,NA,NA,NA,NA,NA,24.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,1.834,114.6,13.86
2023-02-22T04:25:00Z,-0.1427,37.5851,5.2832,44573,NA,NA,NA,NA,NA,24.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,1.806,115.2,13.86
2023-02-22T04:30:00Z,-0.21414,34.34123,5.5688,44574,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,1.685,116.6,13.86
2023-02-22T04:35:00Z,-0.232,38.14607,5.4974,44575,NA,NA,NA,NA,NA,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2,1.285,119.9,13.85
2023-02-22T04:40:00Z,-0.232,38.17046,5.3546,44576,NA,NA,NA,NA,NA,24.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,2.087,121,13.86
2023-02-22T04:45:00Z,-0.232,40.21922,5.1404,44577,NA,NA,NA,NA,NA,24.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,2.171,116.7,13.86
2023-02-22T04:50:00Z,-0.21414,38.09729,4.5692,44578,NA,NA,NA,NA,NA,24.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,2.036,104.6,14.09
2023-02-22T04:55:00Z,-0.232,30.487609999999997,3.9266,44579,NA,NA,NA,NA,NA,24.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,2.088,114.8,13.86
2023-02-22T05:00:00Z,-0.232,35.097319999999996,4.6406,44580,NA,NA,NA,NA,NA,24.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,1.96,115.2,13.85
2023-02-22T05:05:00Z,-0.232,28.46324,4.4264,44581,NA,NA,NA,NA,NA,24.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,2.131,117.5,13.85
2023-02-22T05:10:00Z,-0.232,29.731520000000003,4.5692,44582,NA,NA,NA,NA,NA,24.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,2.514,125.2,13.85
2023-02-22T05:15:00Z,-0.232,38.17046,4.4978,44583,NA,NA,NA,NA,NA,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5,2.215,115.7,13.85
2023-02-22T05:20:00Z,-0.232,35.755849999999995,6.497,44584,NA,NA,NA,NA,NA,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,2.409,114,13.87
2023-02-22T05:25:00Z,-0.232,41.82896,4.854799999999999,44585,NA,NA,NA,NA,NA,24.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,1.83,117,13.85
2023-02-22T05:30:00Z,-0.21414,40.0241,8.2106,44586,NA,NA,NA,NA,NA,24.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,1.862,121.5,13.86
2023-02-22T05:35:00Z,-0.21414,38.38997,6.211399999999999,44587,NA,NA,NA,NA,NA,24.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,1.731,116.7,13.86
2023-02-22T05:40:00Z,-0.232,44.09723,5.854399999999999,44588,NA,NA,NA,NA,NA,24.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,1.549,125.9,13.85
2023-02-22T05:45:00Z,-0.19628,41.75579,5.4974,44589,NA,NA,NA,NA,NA,24.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,1.918,127.1,13.85
2023-02-22T05:50:00Z,-0.232,39.02411,5.997199999999999,44590,NA,NA,NA,NA,NA,24.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,2.128,138.9,13.85
2023-02-22T05:55:00Z,-0.232,39.07289,4.4264,44591,NA,NA,NA,NA,NA,24.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1,2.226,148.9,13.85
2023-02-22T06:00:00Z,-0.232,40.853359999999995,4.4978,44592,NA,NA,NA,NA,NA,24.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,2.418,149.7,13.85
2023-02-22T06:05:00Z,-0.232,32.68271,4.2836,44593,NA,NA,NA,NA,NA,24.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,2.731,142.5,13.85
2023-02-22T06:10:00Z,-0.232,28.63397,4.4978,44594,NA,NA,NA,NA,NA,23.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2.415,132.3,13.85
2023-02-22T06:15:00Z,-0.232,31.731499999999997,5.4974,44595,NA,NA,NA,NA,NA,23.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2.886,139.4,13.85
2023-02-22T06:20:00Z,-0.232,28.073,4.4978,44596,NA,NA,NA,NA,NA,23.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,2.379,139.2,13.85
2023-02-22T06:25:00Z,-0.232,38.68265,4.9262,44597,NA,NA,NA,NA,NA,23.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,3.031,142.7,13.85
2023-02-22T06:30:00Z,-0.232,33.243680000000005,4.212199999999999,44598,NA,NA,NA,NA,NA,24.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,2.507,134.9,13.84
2023-02-22T06:35:00Z,-0.232,34.51196,5.4974,44599,NA,NA,NA,NA,NA,24.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,2.691,139,14.09
2023-02-22T06:40:00Z,-0.232,39.43874,5.7829999999999995,44600,NA,NA,NA,NA,NA,24.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,2.672,132.1,13.85
2023-02-22T06:45:00Z,-0.21414,31.9754,5.7829999999999995,44601,NA,NA,NA,NA,NA,24.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4,2.062,129.2,13.85
2023-02-22T06:50:00Z,-0.232,36.75584,5.5688,44602,NA,NA,NA,NA,NA,24.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,2.79,129.5,14.11
2023-02-22T06:55:00Z,-0.19628,41.78018,5.069,44603,NA,NA,NA,NA,NA,24.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,3.011,129.3,13.03
2023-02-22T07:00:00Z,-0.19628,31.07297,4.6406,44604,NA,NA,NA,NA,NA,24.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,2.599,122.4,12.92
2023-02-22T07:05:00Z,-0.16056,30.90224,8.5676,44605,NA,NA,NA,NA,NA,24.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,2.174,114.8,12.9
2023-02-22T07:10:00Z,-0.19628,32.12174,5.711599999999999,44606,NA,NA,NA,NA,NA,24.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2,2.626,108.7,12.88
2023-02-22T07:15:00Z,-0.21414,27.121789999999997,6.9968,44607,NA,NA,NA,NA,NA,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,2.69,116.1,12.85
2023-02-22T07:20:00Z,-0.21414,43.1948,8.1392,44608,NA,NA,NA,NA,NA,24.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8,2.54,112,12.85
2023-02-22T07:25:00Z,-0.232,50.19473,8.7818,44609,NA,NA,NA,NA,NA,24.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3,2.483,115.9,12.84
2023-02-22T07:30:00Z,-0.21414,56.73125,9.4958,44610,NA,NA,NA,NA,NA,25.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,2.413,109.7,12.83
2023-02-22T07:35:00Z,-0.19628,53.75567000000001,11.0666,44611,NA,NA,NA,NA,NA,25.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9,2.146,116,12.82
2023-02-22T07:40:00Z,-0.19628,53.48738,11.6378,44612,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,2.482,115.3,12.82
2023-02-22T07:45:00Z,-0.16056,66.21896,13.2086,44613,NA,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,2.555,115.6,12.81
2023-02-22T07:50:00Z,-0.1427,56.73125,14.6366,44614,NA,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,2.412,124.7,12.8
2023-02-22T07:55:00Z,-0.12484000000000002,58.24343,14.5652,44615,NA,NA,NA,NA,NA,25.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.5,2.92,125.9,12.79
2023-02-22T08:00:00Z,-0.10698,45.24356,15.9218,44616,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,2.912,119.1,12.78
2023-02-22T08:05:00Z,-0.12484000000000002,44.46308,16.2074,44617,NA,NA,NA,NA,NA,25.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,2.708,125.5,12.77
2023-02-22T08:10:00Z,-0.12484000000000002,45.46307,16.7072,44618,NA,NA,NA,NA,NA,25.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.73,2.767,122,12.76
2023-02-22T08:15:00Z,-0.10698,41.75579,19.706,44619,NA,NA,NA,NA,NA,25.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,2.191,118.4,12.75
2023-02-22T08:20:00Z,-0.12484000000000002,43.48748,18.2066,44620,NA,NA,NA,NA,NA,26.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.91,2.549,121.4,12.75
2023-02-22T08:25:00Z,-0.12484000000000002,45.19478,20.5628,44621,NA,NA,NA,NA,NA,26.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.46,2.368,114.8,12.73
2023-02-22T08:30:00Z,-0.1427,48.24353,17.8496,44622,NA,NA,NA,NA,NA,26.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.05,2.19,106.7,12.73
2023-02-22T08:35:00Z,-0.1427,45.68258,17.3498,44623,NA,NA,NA,NA,NA,26.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.97,2.063,119.3,12.72
2023-02-22T08:40:00Z,-0.10698,60.292190000000005,16.136,44624,NA,NA,NA,NA,NA,26.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.86,2.533,122.1,12.71
2023-02-22T08:45:00Z,-0.0534,55.34102,17.4926,44625,NA,NA,NA,NA,NA,26.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8,1.888,112,12.71
2023-02-22T08:50:00Z,-0.01768000000000003,47.97524,15.779,44626,NA,NA,NA,NA,NA,27.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.22,1.912,104.6,12.7
2023-02-22T08:55:00Z,0.05376,58.536109999999994,17.3498,44627,NA,NA,NA,NA,NA,27.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.94,2.182,113.2,12.7
2023-02-22T09:00:00Z,0.1252,44.43869,17.7068,44628,NA,NA,NA,NA,NA,27.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.83,2.601,121.1,12.7
